"";"tmc_log";"tmc_racine_n"
"com._richard_toll";0,0260175971187779;0,0263590092759276
"com._rosso_senegal";0,0260158535624176;0,0263572197627091
"com._ross_bethio_";0,0260157872368448;0,0263571516889809
"com._gae";0,0260147299306799;0,0263560665158107
"com._ndombo_sandjiry";0,0260227526306715;0,0263643006956469
"arrondissement_mbane";0,0260170898167158;0,0263584886020178
"cr.__mbane";0,0260177387636964;0,0263591546544761
"cr.__bokhol";0,026015983899947;0,0263573535355821
"arrondissement_ndiaye";0,0260174198617494;0,0263588273465956
"cr.__diama";0,0260167495138875;0,0263581393293808
"cr.__ngnith";0,0260172118578635;0,0263586138599934
"cr.__ronkh";0,0260187037002234;0,0263601450263922
"departement_podor";0,0260174020546244;0,0263588090700957
"com._podor";0,0260193163399368;0,0263607738155698
"com._ndioum";0,0260169080024378;0,0263583019954072
"com._gollere";0,026014318920012;0,026355644672605
"com._ndiandane";0,0260148410122997;0,0263561805251114
"com._bode_lao";0,0260262783018432;0,0263679193250526
"com._demette";0,0260232055361166;0,0263647655417327
"com._galoya_toucouleur";0,0260162350180834;0,0263576112725603
"com._guede_chantier";0,0260167044864086;0,0263580931150622
"com._mboumba";0,0260162774108427;0,0263576547826925
"com._aere_lao";0,0260179186098876;0,0263593392412775
"com._pete";0,0260162596624638;0,0263576365665081
"com._walalde";0,0260097862286467;0,02635099252978
"arrondissemnt_cas_cas";0,0260175033609773;0,0263589130467687
"cr.__medina_ndiathbe";0,0260181996383281;0,0263596276774825
"cr.__dounga_lao";0,0260175533285001;0,0263589643313824
"cr.__mery";0,0260160832176088;0,0263574554709995
"arrondissement_salde";0,0260175832356882;0,0263589950268934
"cr.__boke_dialloube";0,0260185200590013;0,0263599565443782
"cr.__mbolo_birane";0,0260166674756985;0,0263580551288212
"arrondissement_thille_boubac";0,0260175559596992;0,0263589670319373
"cr.__fanaye";0,0260172886587509;0,0263586926852488
"cr.__ndiayene_pendao";0,0260178456073347;0,0263592643144284
"arrondissement_gamadji_sare";0,0260176864625088;0,0263591009746749
"cr.__dodel";0,026017084383183;0,0263584830252652
"cr.__gamadji_sare";0,0260185612875698;0,0263599988597307
"cr.__guede_village";0,0260178080671995;0,0263592257847634
"departement_saint_louis";0,0260174026537953;0,0263588096850602
"com._saint_louis";0,0260175401923076;0,0263589508489337
"com._m.pal";0,0260182258071619;0,0263596545361173
"arrondissement_rao";0,0260177263035704;0,0263591418659117
"cr.__gandon";0,0260171116430842;0,0263585110036966
"cr.__fass_ngom";0,0260157348190312;0,0263570978895844
"cr.__n.diebene_gandiole";0,0260175970192885;0,0263590091738157
"region_sedhiou";0,033831794822387;0,0344105988755086
"zoneurbaine_sedhiou";0,0580929722756572;0,0598135244051343
"zonerurale_sedhiou";0,0268517747631234;0,0272155322130134
"departement_sedhiou";0,0338318836092385;0,034410690717573
"com._sedhiou";0,0338323403902064;0,0344111632167974
"com._marsassoum";0,0338322183754919;0,0344110370034223
"com._dianah_malary";0,0338249908936424;0,0344035608434445
"arrondissement_diende";0,0338315222283877;0,0344103169014249
"cr.__diende";0,033831041555241;0,0344098196882825
"cr.__sakar";0,0338318237424171;0,0344106287906947
"cr.__diannah_ba";0,03383500392326;0,034413918408791
"cr.__koussy";0,0338318244761061;0,0344106295496305
"cr.__oudoucar";0,0338316728604073;0,0344104727167518
"cr.__sama_kanta_peulh";0,0338248168752391;0,034403380838204
"arrondissement_djibabouya";0,0338326417553323;0,0344114749522948
"cr.__benet__bijini";0,0338322824640244;0,0344111032973098
"cr.__sansamba";0,0338310586606477;0,0344098373822832
"cr.__djibabouya";0,0338274512132298;0,0344061058099172
"arrondissement_djiredji";0,0338319749687715;0,0344107852208548
"cr.__bambali";0,0338304232728408;0,0344091801310942
"cr.__djiredji";0,0338319289143886;0,0344107375817058
"departement_bounkiling";0,0338318739375843;0,0344106807131106
"com._bounkiling";0,0338320423078278;0,0344108548771034
"com._madina_wandifa";0,0338319905444297;0,034410801332484
"com._n.diamacouta";0,033831310555333;0,0344100979446567
"arrondissement_boghal";0,0338318125384233;0,0344106172011645
"cr.__n.diamalathiel";0,0338303547746722;0,0344091092759622
"cr.__boghal";0,0338307990585832;0,0344095688473889
"cr.__tankon";0,0338316894411993;0,034410489868097
"cr.__djinany";0,0338266670901538;0,0344052947085376
"arrondissement_bona";0,0338327625806116;0,0344115999353578
"cr.__bona";0,0338296310301055;0,0344083606282606
"cr.__diacounda";0,0338300122069789;0,0344087549208805
"cr.__inor";0,0338305776713081;0,0344093398422984
"cr.__kandion_mangana";0,0338397118282919;0,034418788342746
"arrondissement_diaroume";0,0338314215810053;0,0344102127907395
"cr.__diaroume";0,0338321359681529;0,0344109517603648
"cr.__diambaty";0,0338320069286783;0,0344108182805278
"cr.__faoune";0,0338300233492148;0,0344087664465067
"departement_goudomp";0,0338316349653728;0,0344104335177322
"com._goudomp";0,0338297604815779;0,0344084945339544
"com._diattacounda";0,0338270116299899;0,0344056511024298
"com._samine";0,0338345843240719;0,0344134843696415
"com._tanaff";0,0338289986078595;0,0344077064456085
"arrondissement_djibanar";0,0338320139437507;0,0344108255369946
"cr.__djibanar";0,03383088378349;0,034409656487647
"cr.__kaour";0,0338293853519386;0,0344081064967419
"cr.__mangaroungou_santo";0,0338310212403866;0,0344097986743979
"cr.__simbadi_balante";0,0338326505926556;0,0344114840937235
"cr.__yarang_balante";0,0338316393017264;0,0344104380033015
"arrondissement_karantaba";0,0338318900934993;0,0344106974249616
"cr.__karantaba";0,0338335781162842;0,0344124435352615
"cr.__kolibantang";0,0338293768654272;0,0344080977182257
"arrondissement_simbandi_brass";0,0338319382189367;0,0344107472064301
"cr.__niagha";0,0338338259796288;0,0344126999282213
"cr.__simbandi_brassou";0,0338328799012863;0,0344117212932318
"cr.__baghere";0,0338324839646201;0,0344113117317844
"cr.__diouboudou";0,0338341434160536;0,0344130282885426
"region__tambacounda";0,0356287631303729;0,0362710730450555
"zoneurbaine_tambacounda";0,0468166654371105;0,0479298697026986
"zonerurale_tambacounda";0,0318250980780531;0,0323369318007836
"departement___bakel";0,0356287876463556;0,0362710984502597
"com._bakel";0,0356293043928019;0,0362716339398055
"com._diawara";0,0356323469272467;0,0362747868367423
"com_.kidira";0,0356311332385306;0,03627352912249
"arrondissement_keniaba";0,0356294473027447;0,036271782033336
"cr.__gathiary";0,0356239111835749;0,0362660451251384
"cr.__madina_foulbe";0,0356218942565998;0,0362639550543065
"cr.__sadatou";0,0356310098111254;0,0362734012179451
"cr.__toumboura";0,0356265758311474;0,0362688064126191
"arrondissement_bele_ex_kidira";0,0356284935365253;0,0362707936727875
"cr.__bele";0,0356292928718594;0,0362716220009796
"cr.__sinthiou_fissa";0,0356299076612224;0,036272259089946
"arrondissement_moudery";0,0356286644937827;0,0362709708308153
"cr.__ballou";0,0356279727046008;0,0362702539500164
"cr.__gabou";0,0356277705253121;0,0362700444376547
"cr.__moudery";0,0356277068759509;0,0362699784797305
"departement_tambacounda";0,0356287634575103;0,0362710733840585
"com._tambacounda";0,0356289790109956;0,0362712967559242
"arrondissemnt_koussanar";0,0356286178742136;0,0362709225203104
"cr.__koussanar";0,0356291302528777;0,0362714534835573
"cr.__sinthiou_malem";0,0356292100202548;0,0362715361442165
"arrondissement_makacouliban";0,0356290360954837;0,0362713559109424
"cr.__makacoulibatang";0,0356284345645209;0,0362707325618234
"cr.__n.doga_babacar";0,0356277053898857;0,0362699769397656
"cr.__niani_toucouleur";0,0356312291745127;0,0362736285384135
"arrondissement_missirah";0,0356290138813443;0,0362713328910664
"cr.__dialacoto";0,0356291442878017;0,0362714680275487
"cr.__missirah.1";0,0356292922574957;0,0362716213643319
"cr.__nette_boulou";0,0356284735548935;0,0362707729664062
"departement_goudiry";0,0356289782612827;0,0362712959790183
"com._goudiry";0,0356250830422787;0,0362672594832345
"com._kothiary";0,0356271640504212;0,036269415966083
"arrondissement_bala";0,0356274396287023;0,0362697015394668
"cr.__bala";0,0356244577507365;0,0362666115142842
"cr.__goumbayel";0,0356293504382375;0,0362716816553854
"cr.__koar";0,0356284216506137;0,0362707191795195
"ar.rondissement_boynguel_bam";0,0356281713350245;0,0362704597848365
"cr.__dougue";0,0356298266620084;0,0362721751527109
"cr.__boynguel_bamba";0,0356290918155413;0,0362714136520437
"cr.__koussan";0,0356302179729935;0,0362725806574757
"cr.__sinthiou_mamadou_boubou";0,0356293344778625;0,0362716651161008
"arrondissement_dianke_makha";0,0356286311186147;0,0362709362450984
"cr.__bani___israel";0,0356331363714306;0,0362756049181687
"cr.__boutoucoufara";0,035632968967349;0,0362754314414171
"cr.__dianke_makha";0,0356320559745619;0,0362744853298549
"cr.__komoti";0,0356263608019676;0,0362685835846115
"arrondissement_koulor";0,0356288642992943;0,0362711778834877
"cr.__koulor";0,0356274940975327;0,0362697579838669
"cr.__sinthiou_bocar_ali";0,0356318445575689;0,0362742662438422
"departement___koumpentoum";0,0356289666045361;0,0362712838994665
"com._koumpentoum";0,0356308180906368;0,0362732025431214
"com._malem_niani";0,0356255626710077;0,0362677565069023
"arrondissement_bamba_thialen";0,0356289731974105;0,0362712907314731
"cr.__bamba__thialene";0,0356304353564181;0,0362728059259827
"cr.__kahene";0,0356288659730176;0,0362711796179189
"cr.__mereto";0,0356276918018121;0,036269962858853
"cr.__n.dame";0,0356285213221561;0,0362708224662256
"arrondissement_kouthiaba_wol";0,0356287764090071;0,0362710868053202
"cr.__kouthia_gaydi";0,0356312092020781;0,0362736078415065
"cr.__kouthiaba_wolof";0,0356287146912685;0,0362710228490142
"cr.__pass_koto";0,0356279232750542;0,0362702027276487
"cr.__payar";0,0356295299712198;0,0362718677003475
"region__thies";0,0267025063789566;0,0270622128534801
"zoneurbaine_thies";0,0375051252712788;0,0382173182135912
"zonerurale_thies";0,0149373057001943;0,0150494248078568
"departement_mbour";0,0267025329142104;0,027062240106837
"com._joal__fadiouth";0,0267018625487657;0,0270615516000323
"com._m.bour";0,0267026191093314;0,0270623286345948
"com._guekokh";0,0267027096754395;0,0270624216516369
"com._thiadiaye";0,0267035680056547;0,0270633032107246
"com._n.gaparou";0,0267038745751154;0,0270636180770158
"com._popoguine";0,0267049036918612;0,027064675045928
"com._saly_portudal";0,0267032476860317;0,0270629742222472
"com._somone";0,0267045109888015;0,0270642717145668
"arrondissement__fissel";0,0267023155357787;0,0270620168456821
"cr.__fissel";0,0267025229984646;0,027062229922749
"cr.__n.diaganiao";0,0267021442444025;0,027061840918831
"arrondissement__sessene";0,026702558071411;0,0270622659448481
"cr.__n.gueniene";0,0267022100802995;0,0270619085363708
"cr.__sandiara";0,026703390995566;0,0270631214101744
"cr.__sessene";0,0267020867921148;0,0270617819117802
"arrondissement__sindia";0,0267026817355671;0,0270623929556444
"cr.__malicounda";0,0267028639474996;0,0270625800986848
"cr.__diass";0,0267021441159327;0,0270618407868846
"cr.__sindia";0,0267021581259504;0,0270618551760393
"departement_thies";0,0267025233785403;0,0270622303131103
"com._khombole";0,0267043528636171;0,0270641093098525
"com._pout";0,0267036687722735;0,0270634067044262
"com._cayar";0,0267037116809445;0,027063450774353
"arrondissement_thies_nord";0,0267026340568454;0,0270623439866235
"ca._thies_nord";0,0267026340568454;0,0270623439866235
"arrondissement_thies_sud";0,0267025880239985;0,027062296708021
"ca._thies_est";0,0267023786072373;0,0270620816239837
"ca._thies_ouest";0,0267021856769708;0,0270618834726417
"arrondissemnt__notto";0,0267021881679384;0,0270618860310197
"cr.__notto";0,026702401496171;0,0270621051323399
"cr.__tassette";0,02670174675244;0,0270614326700853
"arrondissemnt_thienaba";0,0267025260817632;0,0270622330894885
"cr.__n.dieyene_sirakh";0,0267031793300136;0,0270629040163144
"cr.__n.goundiane";0,0267025053019693;0,0270622117473471
"cr.__thienaba";0,0267019457273695;0,0270616370295818
"cr.__touba_toul";0,0267029235568552;0,0270626413212252
"arrondissemnt__keur_moussa";0,0267022462177642;0,0270619456517849
"cr.__diender_guedji";0,0267032071865413;0,0270629326267211
"cr.__fandene";0,0267023973825107;0,0270621009073553
"cr.__keur_moussa";0,0267022810406837;0,0270619814170809
"departement__tivaouane";0,0267024420197688;0,0270621467525924
"com._mekhe";0,0267014218175264;0,0270610989420217
"com._tivaouane";0,0267027641363193;0,0270624775863615
"com._m.boro";0,0267020598268324;0,0270617542167697
"arrondissement__meouane";0,0267027551835653;0,0270624683913239
"cr.__meouane";0,026703349478349;0,0270630787693729
"cr.__taiba_n.diaye";0,0267023092602051;0,027062010400279
"cr.__darou_khoudoss";0,0267025448917207;0,0270622524084856
"arrondissement__merina_dakhar";0,0267025364922824;0,0270622437817396
"cr.__koul";0,0267019901765965;0,0270616826816787
"cr.__merina_dakhar";0,0267018357016055;0,0270615240263468
"cr.__pekesse";0,0267025218015915;0,0270622286934858
"arrondissement__niakhene";0,0267025726572969;0,0270622809254613
"cr.__m.bayene";0,0267025326330419;0,0270622398180593
"cr.__n.gandiouf";0,0267017443665633;0,0270614302196435
"cr.__niakhene";0,0267034270473433;0,027063158437626
"cr.__thilmakha";0,0267038117074478;0,0270635535079238
"arrondissement__pambal";0,0267027042035705;0,0270624160316859
"cr.__cherif_lo";0,0267013883698682;0,0270610645892337
"cr.__mont__rolland";0,0267018033908001;0,0270614908411624
"cr.__notto_gouye_diama";0,0267036498414153;0,0270633872612347
"cr.__pire_goureye";0,0267025989347287;0,0270623079140206
"cr._pambal";0,0267003470492746;0,027059995089953
"region_ziguinchor";0,0318240446357512;0,0323358442939625
"zoneurbaine__ziguinchor";0,0410280888947029;0,0418813704305754
"zonerurale__ziguinchor";0,023115902555694;0,0233851456275482
"departement_bignona";0,0318240607628481;0,032335860942543
"com._bignona";0,0318231304368211;0,0323349005340696
"com._thionck_essyl";0,0318252033552322;0,0323370404823093
"com._diouloulou";0,0318231919005337;0,0323349639852073
"arrondissement_sindian";0,0318239644579519;0,0323357615235498
"cr.__djibidione";0,0318267887065959;0,0323386771005416
"cr.__oulampane";0,0318241936474958;0,0323359981241391
"cr.__sindian";0,0318258388837088;0,0323376965621045
"cr.__suelle";0,0318219543392173;0,0323336864081807
"arrondissemn_tendouck";0,031823975365743;0,0323357727840528
"cr.__balingore";0,0318249960714581;0,0323368264956136
"cr.__diegoune";0,0318241858632044;0,032335990088135
"cr.__karthiack";0,0318272176808083;0,0323391199473075
"cr.__mangagoulack";0,0318225786949689;0,0323343309518567
"cr.__mlomp";0,0318170943638323;0,0323286693040672
"arrondissemnt_tenghory";0,0318237895931883;0,0323355810044166
"cr.__coubalan";0,0318243914507251;0,0323362023235536
"cr.__niamone";0,0318275352592347;0,0323394477959926
"cr.__ouonck";0,0318224861141677;0,0323342353775216
"cr.__tenghory";0,0318240548141472;0,0323358548014856
"arrondissement__kataba_i";0,0318238984917616;0,0323356934242947
"cr.__djinaki";0,0318247670271424;0,0323365900447588
"cr.__kafountine";0,0318247186781342;0,0323365401323097
"cr.__kataba_i";0,0318245041861222;0,0323363187043919
"departement_oussouye";0,0318243536749825;0,0323361633262875
"com._oussouye";0,031821034568214;0,0323327368980268
"arrondissement__cabrousse";0,0318237913162477;0,0323355827831922
"cr.__djembering";0,0318249129755239;0,032336740712624
"cr.__santhiaba_manjacque";0,0318247884604553;0,0323366121711521
"arrondissement___loudia_ouolof";0,0318229544870982;0,032334718895046
"cr.__mlomp.1";0,0318225864585792;0,0323343389664981
"cr.__oukout";0,0318234495956978;0,0323352300129696
"departement_ziguinchor";0,0318239680664249;0,0323357652487055
"com._ziguinchor";0,0318241213081677;0,0323359234456495
"arrondissement__niaguis";0,0318247793038173;0,0323366027184195
"cr.__adeane";0,0318254764515755;0,0323373224098187
"cr.__boutoupa_camar";0,0318291686889293;0,0323411340512789
"cr.__niaguis";0,0318214597968852;0,0323331758755983
"arrondissement___niassia";0,0318238103607863;0,0323356024435473
"cr.__enampore";0,031828168137488;0,032340101141386
