"";"date";"piezostation";"stations"
"1";2008-01-01;0;"THIAMBENE-TEUREUL"
"2";2008-01-01;0;"DGPZ120"
"3";2008-01-01;0;"DGPZ119"
"4";2008-01-01;0;"DGPZ118"
"5";2008-01-01;0;"DGPZ049"
"6";2008-01-01;0;"DGPZ045"
"7";2008-01-01;0;"DGPZ051"
"8";2008-01-01;0;"DGPZ114"
"9";2008-01-01;0;"DGPZ115"
"10";2008-01-01;0;"DGPZ046"
"11";2008-01-01;0;"DGPZ113"
"12";2008-01-01;0;"DGPZ116"
"13";2008-01-01;0;"DGPZ050"
"14";2008-01-01;0;"DGPZ110"
"15";2008-01-01;0;"DGPZ111"
"16";2008-01-01;0;"DGPZ042"
"17";2008-01-01;0;"DGPZ112"
"18";2008-01-01;0;"DGPZ038"
"19";2008-01-01;0;"DGPZ043"
"20";2008-01-01;0;"DGPZ109"
"21";2008-01-01;0;"DGPZ041"
"22";2008-01-01;0;"DGPZ039"
"23";2008-01-01;0;"DGPZ044"
"24";2008-01-01;0;"DGPZ040"
"25";2008-01-01;0;"DGPZ037"
"26";2008-01-01;0;"TAWA FALL"
"27";2008-01-01;0;"FASS BOYE Pz"
"28";2008-01-01;0;"SANTHIOU SINE ICS62"
"29";2008-01-01;0;"NDEUNE"
"30";2008-01-01;0;"TAIBA NDIAYE Pt"
"31";2008-01-01;0;"KAYAR PS7"
"33";2008-01-11;0;"THIAMBENE-TEUREUL"
"34";2008-01-11;0;"DGPZ120"
"35";2008-01-11;0;"DGPZ119"
"36";2008-01-11;0;"DGPZ118"
"37";2008-01-11;0;"DGPZ049"
"38";2008-01-11;0;"DGPZ045"
"39";2008-01-11;0;"DGPZ051"
"40";2008-01-11;0;"DGPZ114"
"41";2008-01-11;0;"DGPZ115"
"42";2008-01-11;0;"DGPZ046"
"43";2008-01-11;0;"DGPZ113"
"44";2008-01-11;0;"DGPZ116"
"45";2008-01-11;0;"DGPZ050"
"46";2008-01-11;0;"DGPZ110"
"47";2008-01-11;0;"DGPZ111"
"48";2008-01-11;0;"DGPZ042"
"49";2008-01-11;0;"DGPZ112"
"50";2008-01-11;0;"DGPZ038"
"51";2008-01-11;0;"DGPZ043"
"52";2008-01-11;0;"DGPZ109"
"53";2008-01-11;0;"DGPZ041"
"54";2008-01-11;0;"DGPZ039"
"55";2008-01-11;0;"DGPZ044"
"56";2008-01-11;0;"DGPZ040"
"57";2008-01-11;0;"DGPZ037"
"58";2008-01-11;0;"TAWA FALL"
"59";2008-01-11;0;"FASS BOYE Pz"
"60";2008-01-11;0;"SANTHIOU SINE ICS62"
"61";2008-01-11;0;"NDEUNE"
"62";2008-01-11;0;"TAIBA NDIAYE Pt"
"63";2008-01-11;0;"KAYAR PS7"
"65";2008-01-21;0;"THIAMBENE-TEUREUL"
"66";2008-01-21;0;"DGPZ120"
"67";2008-01-21;0;"DGPZ119"
"68";2008-01-21;0;"DGPZ118"
"69";2008-01-21;0;"DGPZ049"
"70";2008-01-21;0;"DGPZ045"
"71";2008-01-21;0;"DGPZ051"
"72";2008-01-21;0;"DGPZ114"
"73";2008-01-21;0;"DGPZ115"
"74";2008-01-21;0;"DGPZ046"
"75";2008-01-21;0;"DGPZ113"
"76";2008-01-21;0;"DGPZ116"
"77";2008-01-21;0;"DGPZ050"
"78";2008-01-21;0;"DGPZ110"
"79";2008-01-21;0;"DGPZ111"
"80";2008-01-21;0;"DGPZ042"
"81";2008-01-21;0;"DGPZ112"
"82";2008-01-21;0;"DGPZ038"
"83";2008-01-21;0;"DGPZ043"
"84";2008-01-21;0;"DGPZ109"
"85";2008-01-21;0;"DGPZ041"
"86";2008-01-21;0;"DGPZ039"
"87";2008-01-21;0;"DGPZ044"
"88";2008-01-21;0;"DGPZ040"
"89";2008-01-21;0;"DGPZ037"
"90";2008-01-21;0;"TAWA FALL"
"91";2008-01-21;0;"FASS BOYE Pz"
"92";2008-01-21;0;"SANTHIOU SINE ICS62"
"93";2008-01-21;0;"NDEUNE"
"94";2008-01-21;0;"TAIBA NDIAYE Pt"
"95";2008-01-21;0;"KAYAR PS7"
"97";2008-02-01;0;"THIAMBENE-TEUREUL"
"98";2008-02-01;0;"DGPZ120"
"99";2008-02-01;0;"DGPZ119"
"100";2008-02-01;0;"DGPZ118"
"101";2008-02-01;0;"DGPZ049"
"102";2008-02-01;0;"DGPZ045"
"103";2008-02-01;0;"DGPZ051"
"104";2008-02-01;0;"DGPZ114"
"105";2008-02-01;0;"DGPZ115"
"106";2008-02-01;0;"DGPZ046"
"107";2008-02-01;0;"DGPZ113"
"108";2008-02-01;0;"DGPZ116"
"109";2008-02-01;0;"DGPZ050"
"110";2008-02-01;0;"DGPZ110"
"111";2008-02-01;0;"DGPZ111"
"112";2008-02-01;0;"DGPZ042"
"113";2008-02-01;0;"DGPZ112"
"114";2008-02-01;0;"DGPZ038"
"115";2008-02-01;0;"DGPZ043"
"116";2008-02-01;0;"DGPZ109"
"117";2008-02-01;0;"DGPZ041"
"118";2008-02-01;0;"DGPZ039"
"119";2008-02-01;0;"DGPZ044"
"120";2008-02-01;0;"DGPZ040"
"121";2008-02-01;0;"DGPZ037"
"122";2008-02-01;0;"TAWA FALL"
"123";2008-02-01;0;"FASS BOYE Pz"
"124";2008-02-01;0;"SANTHIOU SINE ICS62"
"125";2008-02-01;0;"NDEUNE"
"126";2008-02-01;0;"TAIBA NDIAYE Pt"
"127";2008-02-01;0;"KAYAR PS7"
"129";2008-02-11;0;"THIAMBENE-TEUREUL"
"130";2008-02-11;0;"DGPZ120"
"131";2008-02-11;0;"DGPZ119"
"132";2008-02-11;0;"DGPZ118"
"133";2008-02-11;0;"DGPZ049"
"134";2008-02-11;0;"DGPZ045"
"135";2008-02-11;0;"DGPZ051"
"136";2008-02-11;0;"DGPZ114"
"137";2008-02-11;0;"DGPZ115"
"138";2008-02-11;0;"DGPZ046"
"139";2008-02-11;0;"DGPZ113"
"140";2008-02-11;0;"DGPZ116"
"141";2008-02-11;0;"DGPZ050"
"142";2008-02-11;0;"DGPZ110"
"143";2008-02-11;0;"DGPZ111"
"144";2008-02-11;0;"DGPZ042"
"145";2008-02-11;0;"DGPZ112"
"146";2008-02-11;0;"DGPZ038"
"147";2008-02-11;0;"DGPZ043"
"148";2008-02-11;0;"DGPZ109"
"149";2008-02-11;0;"DGPZ041"
"150";2008-02-11;0;"DGPZ039"
"151";2008-02-11;0;"DGPZ044"
"152";2008-02-11;0;"DGPZ040"
"153";2008-02-11;0;"DGPZ037"
"154";2008-02-11;0;"TAWA FALL"
"155";2008-02-11;0;"FASS BOYE Pz"
"156";2008-02-11;0;"SANTHIOU SINE ICS62"
"157";2008-02-11;0;"NDEUNE"
"158";2008-02-11;0;"TAIBA NDIAYE Pt"
"159";2008-02-11;0;"KAYAR PS7"
"161";2008-02-21;0;"THIAMBENE-TEUREUL"
"162";2008-02-21;0;"DGPZ120"
"163";2008-02-21;0;"DGPZ119"
"164";2008-02-21;0;"DGPZ118"
"165";2008-02-21;0;"DGPZ049"
"166";2008-02-21;0;"DGPZ045"
"167";2008-02-21;0;"DGPZ051"
"168";2008-02-21;0;"DGPZ114"
"169";2008-02-21;0;"DGPZ115"
"170";2008-02-21;0;"DGPZ046"
"171";2008-02-21;0;"DGPZ113"
"172";2008-02-21;0;"DGPZ116"
"173";2008-02-21;0;"DGPZ050"
"174";2008-02-21;0;"DGPZ110"
"175";2008-02-21;0;"DGPZ111"
"176";2008-02-21;0;"DGPZ042"
"177";2008-02-21;0;"DGPZ112"
"178";2008-02-21;0;"DGPZ038"
"179";2008-02-21;0;"DGPZ043"
"180";2008-02-21;0;"DGPZ109"
"181";2008-02-21;0;"DGPZ041"
"182";2008-02-21;0;"DGPZ039"
"183";2008-02-21;0;"DGPZ044"
"184";2008-02-21;0;"DGPZ040"
"185";2008-02-21;0;"DGPZ037"
"186";2008-02-21;0;"TAWA FALL"
"187";2008-02-21;0;"FASS BOYE Pz"
"188";2008-02-21;0;"SANTHIOU SINE ICS62"
"189";2008-02-21;0;"NDEUNE"
"190";2008-02-21;0;"TAIBA NDIAYE Pt"
"191";2008-02-21;0;"KAYAR PS7"
"193";2008-03-01;0;"THIAMBENE-TEUREUL"
"194";2008-03-01;0;"DGPZ120"
"195";2008-03-01;0;"DGPZ119"
"196";2008-03-01;0;"DGPZ118"
"197";2008-03-01;0;"DGPZ049"
"198";2008-03-01;0;"DGPZ045"
"199";2008-03-01;0;"DGPZ051"
"200";2008-03-01;0;"DGPZ114"
"201";2008-03-01;0;"DGPZ115"
"202";2008-03-01;0;"DGPZ046"
"203";2008-03-01;0;"DGPZ113"
"204";2008-03-01;0;"DGPZ116"
"205";2008-03-01;0;"DGPZ050"
"206";2008-03-01;0;"DGPZ110"
"207";2008-03-01;0;"DGPZ111"
"208";2008-03-01;0;"DGPZ042"
"209";2008-03-01;0;"DGPZ112"
"210";2008-03-01;0;"DGPZ038"
"211";2008-03-01;0;"DGPZ043"
"212";2008-03-01;0;"DGPZ109"
"213";2008-03-01;0;"DGPZ041"
"214";2008-03-01;0;"DGPZ039"
"215";2008-03-01;0;"DGPZ044"
"216";2008-03-01;0;"DGPZ040"
"217";2008-03-01;0;"DGPZ037"
"218";2008-03-01;0;"TAWA FALL"
"219";2008-03-01;0;"FASS BOYE Pz"
"220";2008-03-01;0;"SANTHIOU SINE ICS62"
"221";2008-03-01;0;"NDEUNE"
"222";2008-03-01;0;"TAIBA NDIAYE Pt"
"223";2008-03-01;0;"KAYAR PS7"
"225";2008-03-11;0;"THIAMBENE-TEUREUL"
"226";2008-03-11;0;"DGPZ120"
"227";2008-03-11;0;"DGPZ119"
"228";2008-03-11;0;"DGPZ118"
"229";2008-03-11;0;"DGPZ049"
"230";2008-03-11;0;"DGPZ045"
"231";2008-03-11;0;"DGPZ051"
"232";2008-03-11;0;"DGPZ114"
"233";2008-03-11;0;"DGPZ115"
"234";2008-03-11;0;"DGPZ046"
"235";2008-03-11;0;"DGPZ113"
"236";2008-03-11;0;"DGPZ116"
"237";2008-03-11;0;"DGPZ050"
"238";2008-03-11;0;"DGPZ110"
"239";2008-03-11;0;"DGPZ111"
"240";2008-03-11;0;"DGPZ042"
"241";2008-03-11;0;"DGPZ112"
"242";2008-03-11;0;"DGPZ038"
"243";2008-03-11;0;"DGPZ043"
"244";2008-03-11;0;"DGPZ109"
"245";2008-03-11;0;"DGPZ041"
"246";2008-03-11;0;"DGPZ039"
"247";2008-03-11;0;"DGPZ044"
"248";2008-03-11;0;"DGPZ040"
"249";2008-03-11;0;"DGPZ037"
"250";2008-03-11;0;"TAWA FALL"
"251";2008-03-11;0;"FASS BOYE Pz"
"252";2008-03-11;0;"SANTHIOU SINE ICS62"
"253";2008-03-11;0;"NDEUNE"
"254";2008-03-11;0;"TAIBA NDIAYE Pt"
"255";2008-03-11;0;"KAYAR PS7"
"257";2008-03-21;0;"THIAMBENE-TEUREUL"
"258";2008-03-21;0;"DGPZ120"
"259";2008-03-21;0;"DGPZ119"
"260";2008-03-21;0;"DGPZ118"
"261";2008-03-21;0;"DGPZ049"
"262";2008-03-21;0;"DGPZ045"
"263";2008-03-21;0;"DGPZ051"
"264";2008-03-21;0;"DGPZ114"
"265";2008-03-21;0;"DGPZ115"
"266";2008-03-21;0;"DGPZ046"
"267";2008-03-21;0;"DGPZ113"
"268";2008-03-21;0;"DGPZ116"
"269";2008-03-21;0;"DGPZ050"
"270";2008-03-21;0;"DGPZ110"
"271";2008-03-21;0;"DGPZ111"
"272";2008-03-21;0;"DGPZ042"
"273";2008-03-21;0;"DGPZ112"
"274";2008-03-21;0;"DGPZ038"
"275";2008-03-21;0;"DGPZ043"
"276";2008-03-21;0;"DGPZ109"
"277";2008-03-21;0;"DGPZ041"
"278";2008-03-21;0;"DGPZ039"
"279";2008-03-21;0;"DGPZ044"
"280";2008-03-21;0;"DGPZ040"
"281";2008-03-21;0;"DGPZ037"
"282";2008-03-21;0;"TAWA FALL"
"283";2008-03-21;0;"FASS BOYE Pz"
"284";2008-03-21;0;"SANTHIOU SINE ICS62"
"285";2008-03-21;0;"NDEUNE"
"286";2008-03-21;0;"TAIBA NDIAYE Pt"
"287";2008-03-21;0;"KAYAR PS7"
"289";2008-04-01;0;"THIAMBENE-TEUREUL"
"290";2008-04-01;0;"DGPZ120"
"291";2008-04-01;0;"DGPZ119"
"292";2008-04-01;0;"DGPZ118"
"293";2008-04-01;0;"DGPZ049"
"294";2008-04-01;0;"DGPZ045"
"295";2008-04-01;0;"DGPZ051"
"296";2008-04-01;0;"DGPZ114"
"297";2008-04-01;0;"DGPZ115"
"298";2008-04-01;0;"DGPZ046"
"299";2008-04-01;0;"DGPZ113"
"300";2008-04-01;0;"DGPZ116"
"301";2008-04-01;0;"DGPZ050"
"302";2008-04-01;0;"DGPZ110"
"303";2008-04-01;0;"DGPZ111"
"304";2008-04-01;0;"DGPZ042"
"305";2008-04-01;0;"DGPZ112"
"306";2008-04-01;0;"DGPZ038"
"307";2008-04-01;0;"DGPZ043"
"308";2008-04-01;0;"DGPZ109"
"309";2008-04-01;0;"DGPZ041"
"310";2008-04-01;0;"DGPZ039"
"311";2008-04-01;0;"DGPZ044"
"312";2008-04-01;0;"DGPZ040"
"313";2008-04-01;0;"DGPZ037"
"314";2008-04-01;0;"TAWA FALL"
"315";2008-04-01;0;"FASS BOYE Pz"
"316";2008-04-01;0;"SANTHIOU SINE ICS62"
"317";2008-04-01;0;"NDEUNE"
"318";2008-04-01;0;"TAIBA NDIAYE Pt"
"319";2008-04-01;0;"KAYAR PS7"
"321";2008-04-11;0;"THIAMBENE-TEUREUL"
"322";2008-04-11;0;"DGPZ120"
"323";2008-04-11;0;"DGPZ119"
"324";2008-04-11;0;"DGPZ118"
"325";2008-04-11;0;"DGPZ049"
"326";2008-04-11;0;"DGPZ045"
"327";2008-04-11;0;"DGPZ051"
"328";2008-04-11;0;"DGPZ114"
"329";2008-04-11;0;"DGPZ115"
"330";2008-04-11;0;"DGPZ046"
"331";2008-04-11;0;"DGPZ113"
"332";2008-04-11;0;"DGPZ116"
"333";2008-04-11;0;"DGPZ050"
"334";2008-04-11;0;"DGPZ110"
"335";2008-04-11;0;"DGPZ111"
"336";2008-04-11;0;"DGPZ042"
"337";2008-04-11;0;"DGPZ112"
"338";2008-04-11;0;"DGPZ038"
"339";2008-04-11;0;"DGPZ043"
"340";2008-04-11;0;"DGPZ109"
"341";2008-04-11;0;"DGPZ041"
"342";2008-04-11;0;"DGPZ039"
"343";2008-04-11;0;"DGPZ044"
"344";2008-04-11;0;"DGPZ040"
"345";2008-04-11;0;"DGPZ037"
"346";2008-04-11;0;"TAWA FALL"
"347";2008-04-11;0;"FASS BOYE Pz"
"348";2008-04-11;0;"SANTHIOU SINE ICS62"
"349";2008-04-11;0;"NDEUNE"
"350";2008-04-11;0;"TAIBA NDIAYE Pt"
"351";2008-04-11;0;"KAYAR PS7"
"353";2008-04-21;0;"THIAMBENE-TEUREUL"
"354";2008-04-21;0;"DGPZ120"
"355";2008-04-21;0;"DGPZ119"
"356";2008-04-21;0;"DGPZ118"
"357";2008-04-21;0;"DGPZ049"
"358";2008-04-21;0;"DGPZ045"
"359";2008-04-21;0;"DGPZ051"
"360";2008-04-21;0;"DGPZ114"
"361";2008-04-21;0;"DGPZ115"
"362";2008-04-21;0;"DGPZ046"
"363";2008-04-21;0;"DGPZ113"
"364";2008-04-21;0;"DGPZ116"
"365";2008-04-21;0;"DGPZ050"
"366";2008-04-21;0;"DGPZ110"
"367";2008-04-21;0;"DGPZ111"
"368";2008-04-21;0;"DGPZ042"
"369";2008-04-21;0;"DGPZ112"
"370";2008-04-21;0;"DGPZ038"
"371";2008-04-21;0;"DGPZ043"
"372";2008-04-21;0;"DGPZ109"
"373";2008-04-21;0;"DGPZ041"
"374";2008-04-21;0;"DGPZ039"
"375";2008-04-21;0;"DGPZ044"
"376";2008-04-21;0;"DGPZ040"
"377";2008-04-21;0;"DGPZ037"
"378";2008-04-21;0;"TAWA FALL"
"379";2008-04-21;0;"FASS BOYE Pz"
"380";2008-04-21;0;"SANTHIOU SINE ICS62"
"381";2008-04-21;0;"NDEUNE"
"382";2008-04-21;0;"TAIBA NDIAYE Pt"
"383";2008-04-21;0;"KAYAR PS7"
"385";2008-05-01;0;"THIAMBENE-TEUREUL"
"386";2008-05-01;0;"DGPZ120"
"387";2008-05-01;0;"DGPZ119"
"388";2008-05-01;0;"DGPZ118"
"389";2008-05-01;0;"DGPZ049"
"390";2008-05-01;0;"DGPZ045"
"391";2008-05-01;0;"DGPZ051"
"392";2008-05-01;0;"DGPZ114"
"393";2008-05-01;0;"DGPZ115"
"394";2008-05-01;0;"DGPZ046"
"395";2008-05-01;0;"DGPZ113"
"396";2008-05-01;0;"DGPZ116"
"397";2008-05-01;0;"DGPZ050"
"398";2008-05-01;0;"DGPZ110"
"399";2008-05-01;0;"DGPZ111"
"400";2008-05-01;0;"DGPZ042"
"401";2008-05-01;0;"DGPZ112"
"402";2008-05-01;0;"DGPZ038"
"403";2008-05-01;0;"DGPZ043"
"404";2008-05-01;0;"DGPZ109"
"405";2008-05-01;0;"DGPZ041"
"406";2008-05-01;0;"DGPZ039"
"407";2008-05-01;0;"DGPZ044"
"408";2008-05-01;0;"DGPZ040"
"409";2008-05-01;0;"DGPZ037"
"410";2008-05-01;0;"TAWA FALL"
"411";2008-05-01;0;"FASS BOYE Pz"
"412";2008-05-01;0;"SANTHIOU SINE ICS62"
"413";2008-05-01;0;"NDEUNE"
"414";2008-05-01;0;"TAIBA NDIAYE Pt"
"415";2008-05-01;0;"KAYAR PS7"
"417";2008-05-11;0;"THIAMBENE-TEUREUL"
"418";2008-05-11;0;"DGPZ120"
"419";2008-05-11;0;"DGPZ119"
"420";2008-05-11;0;"DGPZ118"
"421";2008-05-11;0;"DGPZ049"
"422";2008-05-11;0;"DGPZ045"
"423";2008-05-11;0;"DGPZ051"
"424";2008-05-11;0;"DGPZ114"
"425";2008-05-11;0;"DGPZ115"
"426";2008-05-11;0;"DGPZ046"
"427";2008-05-11;0;"DGPZ113"
"428";2008-05-11;0;"DGPZ116"
"429";2008-05-11;0;"DGPZ050"
"430";2008-05-11;0;"DGPZ110"
"431";2008-05-11;0;"DGPZ111"
"432";2008-05-11;0;"DGPZ042"
"433";2008-05-11;0;"DGPZ112"
"434";2008-05-11;0;"DGPZ038"
"435";2008-05-11;0;"DGPZ043"
"436";2008-05-11;0;"DGPZ109"
"437";2008-05-11;0;"DGPZ041"
"438";2008-05-11;0;"DGPZ039"
"439";2008-05-11;0;"DGPZ044"
"440";2008-05-11;0;"DGPZ040"
"441";2008-05-11;0;"DGPZ037"
"442";2008-05-11;0;"TAWA FALL"
"443";2008-05-11;0;"FASS BOYE Pz"
"444";2008-05-11;0;"SANTHIOU SINE ICS62"
"445";2008-05-11;0;"NDEUNE"
"446";2008-05-11;0;"TAIBA NDIAYE Pt"
"447";2008-05-11;0;"KAYAR PS7"
"449";2008-05-21;0;"THIAMBENE-TEUREUL"
"450";2008-05-21;0;"DGPZ120"
"451";2008-05-21;0;"DGPZ119"
"452";2008-05-21;0;"DGPZ118"
"453";2008-05-21;0;"DGPZ049"
"454";2008-05-21;0;"DGPZ045"
"455";2008-05-21;0;"DGPZ051"
"456";2008-05-21;0;"DGPZ114"
"457";2008-05-21;0;"DGPZ115"
"458";2008-05-21;0;"DGPZ046"
"459";2008-05-21;0;"DGPZ113"
"460";2008-05-21;0;"DGPZ116"
"461";2008-05-21;0;"DGPZ050"
"462";2008-05-21;0;"DGPZ110"
"463";2008-05-21;0;"DGPZ111"
"464";2008-05-21;0;"DGPZ042"
"465";2008-05-21;0;"DGPZ112"
"466";2008-05-21;0;"DGPZ038"
"467";2008-05-21;0;"DGPZ043"
"468";2008-05-21;0;"DGPZ109"
"469";2008-05-21;0;"DGPZ041"
"470";2008-05-21;0;"DGPZ039"
"471";2008-05-21;0;"DGPZ044"
"472";2008-05-21;0;"DGPZ040"
"473";2008-05-21;0;"DGPZ037"
"474";2008-05-21;0;"TAWA FALL"
"475";2008-05-21;0;"FASS BOYE Pz"
"476";2008-05-21;0;"SANTHIOU SINE ICS62"
"477";2008-05-21;0;"NDEUNE"
"478";2008-05-21;0;"TAIBA NDIAYE Pt"
"479";2008-05-21;0;"KAYAR PS7"
"481";2008-06-01;0;"THIAMBENE-TEUREUL"
"482";2008-06-01;0;"DGPZ120"
"483";2008-06-01;0;"DGPZ119"
"484";2008-06-01;0;"DGPZ118"
"485";2008-06-01;0;"DGPZ049"
"486";2008-06-01;0;"DGPZ045"
"487";2008-06-01;0;"DGPZ051"
"488";2008-06-01;0;"DGPZ114"
"489";2008-06-01;0;"DGPZ115"
"490";2008-06-01;0;"DGPZ046"
"491";2008-06-01;0;"DGPZ113"
"492";2008-06-01;0;"DGPZ116"
"493";2008-06-01;0;"DGPZ050"
"494";2008-06-01;0;"DGPZ110"
"495";2008-06-01;0;"DGPZ111"
"496";2008-06-01;0;"DGPZ042"
"497";2008-06-01;0;"DGPZ112"
"498";2008-06-01;0;"DGPZ038"
"499";2008-06-01;0;"DGPZ043"
"500";2008-06-01;0;"DGPZ109"
"501";2008-06-01;0;"DGPZ041"
"502";2008-06-01;0;"DGPZ039"
"503";2008-06-01;0;"DGPZ044"
"504";2008-06-01;0;"DGPZ040"
"505";2008-06-01;0;"DGPZ037"
"506";2008-06-01;0;"TAWA FALL"
"507";2008-06-01;0;"FASS BOYE Pz"
"508";2008-06-01;0;"SANTHIOU SINE ICS62"
"509";2008-06-01;0;"NDEUNE"
"510";2008-06-01;0;"TAIBA NDIAYE Pt"
"511";2008-06-01;0;"KAYAR PS7"
"513";2008-06-11;0;"THIAMBENE-TEUREUL"
"514";2008-06-11;0;"DGPZ120"
"515";2008-06-11;0;"DGPZ119"
"516";2008-06-11;0;"DGPZ118"
"517";2008-06-11;0;"DGPZ049"
"518";2008-06-11;0;"DGPZ045"
"519";2008-06-11;0;"DGPZ051"
"520";2008-06-11;0;"DGPZ114"
"521";2008-06-11;0;"DGPZ115"
"522";2008-06-11;0;"DGPZ046"
"523";2008-06-11;0;"DGPZ113"
"524";2008-06-11;0;"DGPZ116"
"525";2008-06-11;0;"DGPZ050"
"526";2008-06-11;0;"DGPZ110"
"527";2008-06-11;0;"DGPZ111"
"528";2008-06-11;0;"DGPZ042"
"529";2008-06-11;0;"DGPZ112"
"530";2008-06-11;0;"DGPZ038"
"531";2008-06-11;0;"DGPZ043"
"532";2008-06-11;0;"DGPZ109"
"533";2008-06-11;0;"DGPZ041"
"534";2008-06-11;0;"DGPZ039"
"535";2008-06-11;0;"DGPZ044"
"536";2008-06-11;0;"DGPZ040"
"537";2008-06-11;0;"DGPZ037"
"538";2008-06-11;0;"TAWA FALL"
"539";2008-06-11;0;"FASS BOYE Pz"
"540";2008-06-11;0;"SANTHIOU SINE ICS62"
"541";2008-06-11;0;"NDEUNE"
"542";2008-06-11;0;"TAIBA NDIAYE Pt"
"543";2008-06-11;0;"KAYAR PS7"
"545";2008-06-21;0;"THIAMBENE-TEUREUL"
"546";2008-06-21;0;"DGPZ120"
"547";2008-06-21;0;"DGPZ119"
"548";2008-06-21;0;"DGPZ118"
"549";2008-06-21;0;"DGPZ049"
"550";2008-06-21;0;"DGPZ045"
"551";2008-06-21;0;"DGPZ051"
"552";2008-06-21;0;"DGPZ114"
"553";2008-06-21;0;"DGPZ115"
"554";2008-06-21;0;"DGPZ046"
"555";2008-06-21;0;"DGPZ113"
"556";2008-06-21;0;"DGPZ116"
"557";2008-06-21;0;"DGPZ050"
"558";2008-06-21;0;"DGPZ110"
"559";2008-06-21;0;"DGPZ111"
"560";2008-06-21;0;"DGPZ042"
"561";2008-06-21;0;"DGPZ112"
"562";2008-06-21;0;"DGPZ038"
"563";2008-06-21;0;"DGPZ043"
"564";2008-06-21;0;"DGPZ109"
"565";2008-06-21;0;"DGPZ041"
"566";2008-06-21;0;"DGPZ039"
"567";2008-06-21;0;"DGPZ044"
"568";2008-06-21;0;"DGPZ040"
"569";2008-06-21;0;"DGPZ037"
"570";2008-06-21;0;"TAWA FALL"
"571";2008-06-21;0;"FASS BOYE Pz"
"572";2008-06-21;0;"SANTHIOU SINE ICS62"
"573";2008-06-21;0;"NDEUNE"
"574";2008-06-21;0;"TAIBA NDIAYE Pt"
"575";2008-06-21;0;"KAYAR PS7"
"577";2008-07-01;0;"THIAMBENE-TEUREUL"
"578";2008-07-01;0;"DGPZ120"
"579";2008-07-01;0;"DGPZ119"
"580";2008-07-01;0;"DGPZ118"
"581";2008-07-01;0;"DGPZ049"
"582";2008-07-01;0;"DGPZ045"
"583";2008-07-01;0;"DGPZ051"
"584";2008-07-01;0;"DGPZ114"
"585";2008-07-01;0;"DGPZ115"
"586";2008-07-01;0;"DGPZ046"
"587";2008-07-01;0;"DGPZ113"
"588";2008-07-01;0;"DGPZ116"
"589";2008-07-01;0;"DGPZ050"
"590";2008-07-01;0;"DGPZ110"
"591";2008-07-01;0;"DGPZ111"
"592";2008-07-01;0;"DGPZ042"
"593";2008-07-01;0;"DGPZ112"
"594";2008-07-01;0;"DGPZ038"
"595";2008-07-01;0;"DGPZ043"
"596";2008-07-01;0;"DGPZ109"
"597";2008-07-01;0;"DGPZ041"
"598";2008-07-01;0;"DGPZ039"
"599";2008-07-01;0;"DGPZ044"
"600";2008-07-01;0;"DGPZ040"
"601";2008-07-01;0;"DGPZ037"
"602";2008-07-01;0;"TAWA FALL"
"603";2008-07-01;0;"FASS BOYE Pz"
"604";2008-07-01;0;"SANTHIOU SINE ICS62"
"605";2008-07-01;0;"NDEUNE"
"606";2008-07-01;0;"TAIBA NDIAYE Pt"
"607";2008-07-01;0;"KAYAR PS7"
"609";2008-07-11;0;"THIAMBENE-TEUREUL"
"610";2008-07-11;0;"DGPZ120"
"611";2008-07-11;0;"DGPZ119"
"612";2008-07-11;0;"DGPZ118"
"613";2008-07-11;0;"DGPZ049"
"614";2008-07-11;0;"DGPZ045"
"615";2008-07-11;0;"DGPZ051"
"616";2008-07-11;0;"DGPZ114"
"617";2008-07-11;0;"DGPZ115"
"618";2008-07-11;0;"DGPZ046"
"619";2008-07-11;0;"DGPZ113"
"620";2008-07-11;0;"DGPZ116"
"621";2008-07-11;0;"DGPZ050"
"622";2008-07-11;0;"DGPZ110"
"623";2008-07-11;0;"DGPZ111"
"624";2008-07-11;0;"DGPZ042"
"625";2008-07-11;0;"DGPZ112"
"626";2008-07-11;0;"DGPZ038"
"627";2008-07-11;0;"DGPZ043"
"628";2008-07-11;0;"DGPZ109"
"629";2008-07-11;0;"DGPZ041"
"630";2008-07-11;0;"DGPZ039"
"631";2008-07-11;0;"DGPZ044"
"632";2008-07-11;0;"DGPZ040"
"633";2008-07-11;0;"DGPZ037"
"634";2008-07-11;0;"TAWA FALL"
"635";2008-07-11;0;"FASS BOYE Pz"
"636";2008-07-11;0;"SANTHIOU SINE ICS62"
"637";2008-07-11;0;"NDEUNE"
"638";2008-07-11;0;"TAIBA NDIAYE Pt"
"639";2008-07-11;0;"KAYAR PS7"
"641";2008-07-21;0;"THIAMBENE-TEUREUL"
"642";2008-07-21;0;"DGPZ120"
"643";2008-07-21;0;"DGPZ119"
"644";2008-07-21;0;"DGPZ118"
"645";2008-07-21;0;"DGPZ049"
"646";2008-07-21;0;"DGPZ045"
"647";2008-07-21;0;"DGPZ051"
"648";2008-07-21;0;"DGPZ114"
"649";2008-07-21;0;"DGPZ115"
"650";2008-07-21;0;"DGPZ046"
"651";2008-07-21;0;"DGPZ113"
"652";2008-07-21;0;"DGPZ116"
"653";2008-07-21;0;"DGPZ050"
"654";2008-07-21;0;"DGPZ110"
"655";2008-07-21;0;"DGPZ111"
"656";2008-07-21;0;"DGPZ042"
