"";"expCoeff";"penteInfCoeff";"distrouteCoeff";"ratioliste";"voisUrbCoef";"routesCoef";"route_vois";"popHaIrrig";"popHaUrb";"rmsle";"rmse"
"14091";"3.0";"9.0";"3.0";"0.4";"9.0";"9.0";"false";"12.0";"65.0";2,67;29,09
"14092";"3.0";"9.0";"3.0";"0.4";"9.0";"9.0";"false";"12.0";"70.0";2,67;29,08
"14093";"3.0";"9.0";"3.0";"0.4";"9.0";"9.0";"false";"15.0";"60.0";2,67;29,09
"14094";"3.0";"9.0";"3.0";"0.4";"9.0";"9.0";"false";"15.0";"65.0";2,67;29,09
"14095";"3.0";"9.0";"3.0";"0.4";"9.0";"9.0";"false";"15.0";"70.0";2,67;29,09
"14096";"3.0";"9.0";"3.0";"0.4";"9.0";"9.0";"false";"9.0";"60.0";2,67;29,09
"14097";"3.0";"9.0";"3.0";"0.4";"9.0";"9.0";"false";"9.0";"65.0";2,67;29,09
"14098";"3.0";"9.0";"3.0";"0.4";"9.0";"9.0";"false";"9.0";"70.0";2,67;29,09
"14099";"3.0";"9.0";"3.0";"0.4";"9.0";"9.0";"true";"12.0";"60.0";2,67;29,1
"14100";"3.0";"9.0";"3.0";"0.4";"9.0";"9.0";"true";"12.0";"65.0";2,67;29,09
"14101";"3.0";"9.0";"3.0";"0.4";"9.0";"9.0";"true";"12.0";"70.0";2,67;29,1
"14102";"3.0";"9.0";"3.0";"0.4";"9.0";"9.0";"true";"15.0";"60.0";2,67;29,09
"14103";"3.0";"9.0";"3.0";"0.4";"9.0";"9.0";"true";"15.0";"65.0";2,67;29,09
"14104";"3.0";"9.0";"3.0";"0.4";"9.0";"9.0";"true";"15.0";"70.0";2,67;29,11
"14105";"3.0";"9.0";"3.0";"0.4";"9.0";"9.0";"true";"9.0";"60.0";2,67;29,1
"14106";"3.0";"9.0";"3.0";"0.4";"9.0";"9.0";"true";"9.0";"65.0";2,67;29,1
"14107";"3.0";"9.0";"3.0";"0.4";"9.0";"9.0";"true";"9.0";"70.0";2,67;29,1
"14108";"3.0";"9.0";"3.0";"0.6";"0.0";"0.0";"false";"12.0";"60.0";2,63;28,66
"14109";"3.0";"9.0";"3.0";"0.6";"0.0";"0.0";"false";"12.0";"65.0";2,63;28,66
"14110";"3.0";"9.0";"3.0";"0.6";"0.0";"0.0";"false";"12.0";"70.0";2,63;28,66
"14111";"3.0";"9.0";"3.0";"0.6";"0.0";"0.0";"false";"15.0";"60.0";2,63;28,66
"14112";"3.0";"9.0";"3.0";"0.6";"0.0";"0.0";"false";"15.0";"65.0";2,63;28,66
"14113";"3.0";"9.0";"3.0";"0.6";"0.0";"0.0";"false";"15.0";"70.0";2,63;28,66
"14114";"3.0";"9.0";"3.0";"0.6";"0.0";"0.0";"false";"9.0";"60.0";2,63;28,66
"14115";"3.0";"9.0";"3.0";"0.6";"0.0";"0.0";"false";"9.0";"65.0";2,63;28,66
"14116";"3.0";"9.0";"3.0";"0.6";"0.0";"0.0";"false";"9.0";"70.0";2,63;28,66
"14117";"3.0";"9.0";"3.0";"0.6";"0.0";"0.0";"true";"12.0";"60.0";2,63;28,66
"14118";"3.0";"9.0";"3.0";"0.6";"0.0";"0.0";"true";"12.0";"65.0";2,63;28,66
"14119";"3.0";"9.0";"3.0";"0.6";"0.0";"0.0";"true";"12.0";"70.0";2,63;28,66
"14120";"3.0";"9.0";"3.0";"0.6";"0.0";"0.0";"true";"15.0";"60.0";2,63;28,66
"14121";"3.0";"9.0";"3.0";"0.6";"0.0";"0.0";"true";"15.0";"65.0";2,63;28,66
"14122";"3.0";"9.0";"3.0";"0.6";"0.0";"0.0";"true";"15.0";"70.0";2,63;28,66
"14123";"3.0";"9.0";"3.0";"0.6";"0.0";"0.0";"true";"9.0";"60.0";2,63;28,66
"14124";"3.0";"9.0";"3.0";"0.6";"0.0";"0.0";"true";"9.0";"65.0";2,63;28,66
"14125";"3.0";"9.0";"3.0";"0.6";"0.0";"0.0";"true";"9.0";"70.0";2,63;28,66
"14126";"3.0";"9.0";"3.0";"0.6";"0.0";"3.0";"false";"12.0";"60.0";2,7;29,09
"14127";"3.0";"9.0";"3.0";"0.6";"0.0";"3.0";"false";"12.0";"65.0";2,7;29,09
"14128";"3.0";"9.0";"3.0";"0.6";"0.0";"3.0";"false";"12.0";"70.0";2,7;29,09
"14129";"3.0";"9.0";"3.0";"0.6";"0.0";"3.0";"false";"15.0";"60.0";2,7;29,08
"14130";"3.0";"9.0";"3.0";"0.6";"0.0";"3.0";"false";"15.0";"65.0";2,7;29,08
"14131";"3.0";"9.0";"3.0";"0.6";"0.0";"3.0";"false";"15.0";"70.0";2,7;29,08
"14132";"3.0";"9.0";"3.0";"0.6";"0.0";"3.0";"false";"9.0";"60.0";2,7;29,08
"14133";"3.0";"9.0";"3.0";"0.6";"0.0";"3.0";"false";"9.0";"65.0";2,7;29,08
"14134";"3.0";"9.0";"3.0";"0.6";"0.0";"3.0";"false";"9.0";"70.0";2,7;29,09
"14135";"3.0";"9.0";"3.0";"0.6";"0.0";"3.0";"true";"12.0";"60.0";2,7;29,11
"14136";"3.0";"9.0";"3.0";"0.6";"0.0";"3.0";"true";"12.0";"65.0";2,7;29,1
"14137";"3.0";"9.0";"3.0";"0.6";"0.0";"3.0";"true";"12.0";"70.0";2,7;29,11
"14138";"3.0";"9.0";"3.0";"0.6";"0.0";"3.0";"true";"15.0";"60.0";2,7;29,11
"14139";"3.0";"9.0";"3.0";"0.6";"0.0";"3.0";"true";"15.0";"65.0";2,7;29,1
"14140";"3.0";"9.0";"3.0";"0.6";"0.0";"3.0";"true";"15.0";"70.0";2,7;29,1
"14141";"3.0";"9.0";"3.0";"0.6";"0.0";"3.0";"true";"9.0";"60.0";2,7;29,11
"14142";"3.0";"9.0";"3.0";"0.6";"0.0";"3.0";"true";"9.0";"65.0";2,7;29,1
"14143";"3.0";"9.0";"3.0";"0.6";"0.0";"3.0";"true";"9.0";"70.0";2,7;29,1
"14144";"3.0";"9.0";"3.0";"0.6";"0.0";"6.0";"false";"12.0";"60.0";2,7;29,09
"14145";"3.0";"9.0";"3.0";"0.6";"0.0";"6.0";"false";"12.0";"65.0";2,7;29,09
"14146";"3.0";"9.0";"3.0";"0.6";"0.0";"6.0";"false";"12.0";"70.0";2,7;29,09
"14147";"3.0";"9.0";"3.0";"0.6";"0.0";"6.0";"false";"15.0";"60.0";2,7;29,08
"14148";"3.0";"9.0";"3.0";"0.6";"0.0";"6.0";"false";"15.0";"65.0";2,7;29,09
"14149";"3.0";"9.0";"3.0";"0.6";"0.0";"6.0";"false";"15.0";"70.0";2,7;29,08
"14150";"3.0";"9.0";"3.0";"0.6";"0.0";"6.0";"false";"9.0";"60.0";2,7;29,09
"14151";"3.0";"9.0";"3.0";"0.6";"0.0";"6.0";"false";"9.0";"65.0";2,7;29,09
"14152";"3.0";"9.0";"3.0";"0.6";"0.0";"6.0";"false";"9.0";"70.0";2,7;29,08
"14153";"3.0";"9.0";"3.0";"0.6";"0.0";"6.0";"true";"12.0";"60.0";2,7;29,11
"14154";"3.0";"9.0";"3.0";"0.6";"0.0";"6.0";"true";"12.0";"65.0";2,7;29,1
"14155";"3.0";"9.0";"3.0";"0.6";"0.0";"6.0";"true";"12.0";"70.0";2,7;29,1
"14156";"3.0";"9.0";"3.0";"0.6";"0.0";"6.0";"true";"15.0";"60.0";2,7;29,11
"14157";"3.0";"9.0";"3.0";"0.6";"0.0";"6.0";"true";"15.0";"65.0";2,7;29,11
"14158";"3.0";"9.0";"3.0";"0.6";"0.0";"6.0";"true";"15.0";"70.0";2,7;29,11
"14159";"3.0";"9.0";"3.0";"0.6";"0.0";"6.0";"true";"9.0";"60.0";2,7;29,1
"14160";"3.0";"9.0";"3.0";"0.6";"0.0";"6.0";"true";"9.0";"65.0";2,7;29,1
"14161";"3.0";"9.0";"3.0";"0.6";"0.0";"6.0";"true";"9.0";"70.0";2,7;29,11
"14162";"3.0";"9.0";"3.0";"0.6";"0.0";"9.0";"false";"12.0";"60.0";2,7;29,09
"14163";"3.0";"9.0";"3.0";"0.6";"0.0";"9.0";"false";"12.0";"65.0";2,7;29,08
"14164";"3.0";"9.0";"3.0";"0.6";"0.0";"9.0";"false";"12.0";"70.0";2,7;29,08
"14165";"3.0";"9.0";"3.0";"0.6";"0.0";"9.0";"false";"15.0";"60.0";2,7;29,08
"14166";"3.0";"9.0";"3.0";"0.6";"0.0";"9.0";"false";"15.0";"65.0";2,7;29,09
"14167";"3.0";"9.0";"3.0";"0.6";"0.0";"9.0";"false";"15.0";"70.0";2,7;29,08
"14168";"3.0";"9.0";"3.0";"0.6";"0.0";"9.0";"false";"9.0";"60.0";2,7;29,08
"14169";"3.0";"9.0";"3.0";"0.6";"0.0";"9.0";"false";"9.0";"65.0";2,7;29,09
"14170";"3.0";"9.0";"3.0";"0.6";"0.0";"9.0";"false";"9.0";"70.0";2,7;29,08
"14171";"3.0";"9.0";"3.0";"0.6";"0.0";"9.0";"true";"12.0";"60.0";2,7;29,11
"14172";"3.0";"9.0";"3.0";"0.6";"0.0";"9.0";"true";"12.0";"65.0";2,7;29,11
"14173";"3.0";"9.0";"3.0";"0.6";"0.0";"9.0";"true";"12.0";"70.0";2,7;29,11
"14174";"3.0";"9.0";"3.0";"0.6";"0.0";"9.0";"true";"15.0";"60.0";2,7;29,11
"14175";"3.0";"9.0";"3.0";"0.6";"0.0";"9.0";"true";"15.0";"65.0";2,7;29,11
"14176";"3.0";"9.0";"3.0";"0.6";"0.0";"9.0";"true";"15.0";"70.0";2,7;29,11
"14177";"3.0";"9.0";"3.0";"0.6";"0.0";"9.0";"true";"9.0";"60.0";2,7;29,11
"14178";"3.0";"9.0";"3.0";"0.6";"0.0";"9.0";"true";"9.0";"65.0";2,7;29,1
"14179";"3.0";"9.0";"3.0";"0.6";"0.0";"9.0";"true";"9.0";"70.0";2,7;29,1
"14180";"3.0";"9.0";"3.0";"0.6";"3.0";"0.0";"false";"12.0";"60.0";2,66;29,31
"14181";"3.0";"9.0";"3.0";"0.6";"3.0";"0.0";"false";"12.0";"65.0";2,66;29,31
"14182";"3.0";"9.0";"3.0";"0.6";"3.0";"0.0";"false";"12.0";"70.0";2,66;29,31
"14183";"3.0";"9.0";"3.0";"0.6";"3.0";"0.0";"false";"15.0";"60.0";2,66;29,3
"14184";"3.0";"9.0";"3.0";"0.6";"3.0";"0.0";"false";"15.0";"65.0";2,66;29,3
"14185";"3.0";"9.0";"3.0";"0.6";"3.0";"0.0";"false";"15.0";"70.0";2,66;29,3
"14186";"3.0";"9.0";"3.0";"0.6";"3.0";"0.0";"false";"9.0";"60.0";2,66;29,31
"14187";"3.0";"9.0";"3.0";"0.6";"3.0";"0.0";"false";"9.0";"65.0";2,66;29,31
"14188";"3.0";"9.0";"3.0";"0.6";"3.0";"0.0";"false";"9.0";"70.0";2,66;29,31
"14189";"3.0";"9.0";"3.0";"0.6";"3.0";"0.0";"true";"12.0";"60.0";2,66;29,31
"14190";"3.0";"9.0";"3.0";"0.6";"3.0";"0.0";"true";"12.0";"65.0";2,66;29,31
"14191";"3.0";"9.0";"3.0";"0.6";"3.0";"0.0";"true";"12.0";"70.0";2,66;29,31
"14192";"3.0";"9.0";"3.0";"0.6";"3.0";"0.0";"true";"15.0";"60.0";2,66;29,31
"14193";"3.0";"9.0";"3.0";"0.6";"3.0";"0.0";"true";"15.0";"65.0";2,66;29,3
"14194";"3.0";"9.0";"3.0";"0.6";"3.0";"0.0";"true";"15.0";"70.0";2,66;29,3
"14195";"3.0";"9.0";"3.0";"0.6";"3.0";"0.0";"true";"9.0";"60.0";2,66;29,31
"14196";"3.0";"9.0";"3.0";"0.6";"3.0";"0.0";"true";"9.0";"65.0";2,66;29,31
"14197";"3.0";"9.0";"3.0";"0.6";"3.0";"0.0";"true";"9.0";"70.0";2,66;29,3
"14198";"3.0";"9.0";"3.0";"0.6";"3.0";"3.0";"false";"12.0";"60.0";2,67;29,09
"14199";"3.0";"9.0";"3.0";"0.6";"3.0";"3.0";"false";"12.0";"65.0";2,67;29,09
"14200";"3.0";"9.0";"3.0";"0.6";"3.0";"3.0";"false";"12.0";"70.0";2,67;29,09
"14201";"3.0";"9.0";"3.0";"0.6";"3.0";"3.0";"false";"15.0";"60.0";2,67;29,09
"14202";"3.0";"9.0";"3.0";"0.6";"3.0";"3.0";"false";"15.0";"65.0";2,67;29,08
"14203";"3.0";"9.0";"3.0";"0.6";"3.0";"3.0";"false";"15.0";"70.0";2,67;29,09
"14204";"3.0";"9.0";"3.0";"0.6";"3.0";"3.0";"false";"9.0";"60.0";2,67;29,08
"14205";"3.0";"9.0";"3.0";"0.6";"3.0";"3.0";"false";"9.0";"65.0";2,67;29,09
"14206";"3.0";"9.0";"3.0";"0.6";"3.0";"3.0";"false";"9.0";"70.0";2,67;29,09
"14207";"3.0";"9.0";"3.0";"0.6";"3.0";"3.0";"true";"12.0";"60.0";2,67;29,1
"14208";"3.0";"9.0";"3.0";"0.6";"3.0";"3.0";"true";"12.0";"65.0";2,67;29,09
"14209";"3.0";"9.0";"3.0";"0.6";"3.0";"3.0";"true";"12.0";"70.0";2,67;29,1
"14210";"3.0";"9.0";"3.0";"0.6";"3.0";"3.0";"true";"15.0";"60.0";2,67;29,1
"14211";"3.0";"9.0";"3.0";"0.6";"3.0";"3.0";"true";"15.0";"65.0";2,67;29,1
"14212";"3.0";"9.0";"3.0";"0.6";"3.0";"3.0";"true";"15.0";"70.0";2,67;29,09
"14213";"3.0";"9.0";"3.0";"0.6";"3.0";"3.0";"true";"9.0";"60.0";2,67;29,1
"14214";"3.0";"9.0";"3.0";"0.6";"3.0";"3.0";"true";"9.0";"65.0";2,67;29,1
"14215";"3.0";"9.0";"3.0";"0.6";"3.0";"3.0";"true";"9.0";"70.0";2,67;29,09
"14216";"3.0";"9.0";"3.0";"0.6";"3.0";"6.0";"false";"12.0";"60.0";2,68;29,07
"14217";"3.0";"9.0";"3.0";"0.6";"3.0";"6.0";"false";"12.0";"65.0";2,68;29,06
"14218";"3.0";"9.0";"3.0";"0.6";"3.0";"6.0";"false";"12.0";"70.0";2,68;29,07
"14219";"3.0";"9.0";"3.0";"0.6";"3.0";"6.0";"false";"15.0";"60.0";2,68;29,07
"14220";"3.0";"9.0";"3.0";"0.6";"3.0";"6.0";"false";"15.0";"65.0";2,68;29,07
"14221";"3.0";"9.0";"3.0";"0.6";"3.0";"6.0";"false";"15.0";"70.0";2,68;29,06
"14222";"3.0";"9.0";"3.0";"0.6";"3.0";"6.0";"false";"9.0";"60.0";2,68;29,07
"14223";"3.0";"9.0";"3.0";"0.6";"3.0";"6.0";"false";"9.0";"65.0";2,68;29,07
"14224";"3.0";"9.0";"3.0";"0.6";"3.0";"6.0";"false";"9.0";"70.0";2,68;29,07
"14225";"3.0";"9.0";"3.0";"0.6";"3.0";"6.0";"true";"12.0";"60.0";2,68;29,08
"14226";"3.0";"9.0";"3.0";"0.6";"3.0";"6.0";"true";"12.0";"65.0";2,68;29,08
"14227";"3.0";"9.0";"3.0";"0.6";"3.0";"6.0";"true";"12.0";"70.0";2,68;29,08
"14228";"3.0";"9.0";"3.0";"0.6";"3.0";"6.0";"true";"15.0";"60.0";2,68;29,07
"14229";"3.0";"9.0";"3.0";"0.6";"3.0";"6.0";"true";"15.0";"65.0";2,68;29,08
"14230";"3.0";"9.0";"3.0";"0.6";"3.0";"6.0";"true";"15.0";"70.0";2,68;29,08
"14231";"3.0";"9.0";"3.0";"0.6";"3.0";"6.0";"true";"9.0";"60.0";2,68;29,08
"14232";"3.0";"9.0";"3.0";"0.6";"3.0";"6.0";"true";"9.0";"65.0";2,68;29,07
"14233";"3.0";"9.0";"3.0";"0.6";"3.0";"6.0";"true";"9.0";"70.0";2,68;29,08
"14234";"3.0";"9.0";"3.0";"0.6";"3.0";"9.0";"false";"12.0";"60.0";2,68;29,07
"14235";"3.0";"9.0";"3.0";"0.6";"3.0";"9.0";"false";"12.0";"65.0";2,68;29,07
"14236";"3.0";"9.0";"3.0";"0.6";"3.0";"9.0";"false";"12.0";"70.0";2,68;29,07
"14237";"3.0";"9.0";"3.0";"0.6";"3.0";"9.0";"false";"15.0";"60.0";2,68;29,06
"14238";"3.0";"9.0";"3.0";"0.6";"3.0";"9.0";"false";"15.0";"65.0";2,68;29,07
"14239";"3.0";"9.0";"3.0";"0.6";"3.0";"9.0";"false";"15.0";"70.0";2,68;29,07
"14240";"3.0";"9.0";"3.0";"0.6";"3.0";"9.0";"false";"9.0";"60.0";2,68;29,07
"14241";"3.0";"9.0";"3.0";"0.6";"3.0";"9.0";"false";"9.0";"65.0";2,68;29,06
"14242";"3.0";"9.0";"3.0";"0.6";"3.0";"9.0";"false";"9.0";"70.0";2,68;29,07
"14243";"3.0";"9.0";"3.0";"0.6";"3.0";"9.0";"true";"12.0";"60.0";2,68;29,08
"14244";"3.0";"9.0";"3.0";"0.6";"3.0";"9.0";"true";"12.0";"65.0";2,68;29,08
"14245";"3.0";"9.0";"3.0";"0.6";"3.0";"9.0";"true";"12.0";"70.0";2,68;29,07
"14246";"3.0";"9.0";"3.0";"0.6";"3.0";"9.0";"true";"15.0";"60.0";2,68;29,08
"14247";"3.0";"9.0";"3.0";"0.6";"3.0";"9.0";"true";"15.0";"65.0";2,68;29,08
"14248";"3.0";"9.0";"3.0";"0.6";"3.0";"9.0";"true";"15.0";"70.0";2,68;29,08
"14249";"3.0";"9.0";"3.0";"0.6";"3.0";"9.0";"true";"9.0";"60.0";2,68;29,08
"14250";"3.0";"9.0";"3.0";"0.6";"3.0";"9.0";"true";"9.0";"65.0";2,68;29,08
"14251";"3.0";"9.0";"3.0";"0.6";"3.0";"9.0";"true";"9.0";"70.0";2,68;29,08
"14252";"3.0";"9.0";"3.0";"0.6";"6.0";"0.0";"false";"12.0";"60.0";2,66;29,31
"14253";"3.0";"9.0";"3.0";"0.6";"6.0";"0.0";"false";"12.0";"65.0";2,66;29,31
"14254";"3.0";"9.0";"3.0";"0.6";"6.0";"0.0";"false";"12.0";"70.0";2,66;29,31
"14255";"3.0";"9.0";"3.0";"0.6";"6.0";"0.0";"false";"15.0";"60.0";2,66;29,3
"14256";"3.0";"9.0";"3.0";"0.6";"6.0";"0.0";"false";"15.0";"65.0";2,66;29,3
"14257";"3.0";"9.0";"3.0";"0.6";"6.0";"0.0";"false";"15.0";"70.0";2,66;29,31
"14258";"3.0";"9.0";"3.0";"0.6";"6.0";"0.0";"false";"9.0";"60.0";2,66;29,3
"14259";"3.0";"9.0";"3.0";"0.6";"6.0";"0.0";"false";"9.0";"65.0";2,66;29,31
"14260";"3.0";"9.0";"3.0";"0.6";"6.0";"0.0";"false";"9.0";"70.0";2,66;29,31
"14261";"3.0";"9.0";"3.0";"0.6";"6.0";"0.0";"true";"12.0";"60.0";2,66;29,31
"14262";"3.0";"9.0";"3.0";"0.6";"6.0";"0.0";"true";"12.0";"65.0";2,66;29,31
"14263";"3.0";"9.0";"3.0";"0.6";"6.0";"0.0";"true";"12.0";"70.0";2,66;29,31
"14264";"3.0";"9.0";"3.0";"0.6";"6.0";"0.0";"true";"15.0";"60.0";2,66;29,31
"14265";"3.0";"9.0";"3.0";"0.6";"6.0";"0.0";"true";"15.0";"65.0";2,66;29,31
"14266";"3.0";"9.0";"3.0";"0.6";"6.0";"0.0";"true";"15.0";"70.0";2,66;29,31
"14267";"3.0";"9.0";"3.0";"0.6";"6.0";"0.0";"true";"9.0";"60.0";2,66;29,31
"14268";"3.0";"9.0";"3.0";"0.6";"6.0";"0.0";"true";"9.0";"65.0";2,66;29,31
"14269";"3.0";"9.0";"3.0";"0.6";"6.0";"0.0";"true";"9.0";"70.0";2,66;29,31
"14270";"3.0";"9.0";"3.0";"0.6";"6.0";"3.0";"false";"12.0";"60.0";2,67;29,13
"14271";"3.0";"9.0";"3.0";"0.6";"6.0";"3.0";"false";"12.0";"65.0";2,67;29,12
"14272";"3.0";"9.0";"3.0";"0.6";"6.0";"3.0";"false";"12.0";"70.0";2,67;29,13
"14273";"3.0";"9.0";"3.0";"0.6";"6.0";"3.0";"false";"15.0";"60.0";2,67;29,12
"14274";"3.0";"9.0";"3.0";"0.6";"6.0";"3.0";"false";"15.0";"65.0";2,67;29,13
"14275";"3.0";"9.0";"3.0";"0.6";"6.0";"3.0";"false";"15.0";"70.0";2,67;29,12
"14276";"3.0";"9.0";"3.0";"0.6";"6.0";"3.0";"false";"9.0";"60.0";2,67;29,13
"14277";"3.0";"9.0";"3.0";"0.6";"6.0";"3.0";"false";"9.0";"65.0";2,67;29,13
"14278";"3.0";"9.0";"3.0";"0.6";"6.0";"3.0";"false";"9.0";"70.0";2,67;29,13
"14279";"3.0";"9.0";"3.0";"0.6";"6.0";"3.0";"true";"12.0";"60.0";2,67;29,14
"14280";"3.0";"9.0";"3.0";"0.6";"6.0";"3.0";"true";"12.0";"65.0";2,67;29,14
"14281";"3.0";"9.0";"3.0";"0.6";"6.0";"3.0";"true";"12.0";"70.0";2,67;29,14
"14282";"3.0";"9.0";"3.0";"0.6";"6.0";"3.0";"true";"15.0";"60.0";2,67;29,14
"14283";"3.0";"9.0";"3.0";"0.6";"6.0";"3.0";"true";"15.0";"65.0";2,67;29,14
"14284";"3.0";"9.0";"3.0";"0.6";"6.0";"3.0";"true";"15.0";"70.0";2,67;29,14
"14285";"3.0";"9.0";"3.0";"0.6";"6.0";"3.0";"true";"9.0";"60.0";2,67;29,14
"14286";"3.0";"9.0";"3.0";"0.6";"6.0";"3.0";"true";"9.0";"65.0";2,67;29,14
"14287";"3.0";"9.0";"3.0";"0.6";"6.0";"3.0";"true";"9.0";"70.0";2,67;29,14
"14288";"3.0";"9.0";"3.0";"0.6";"6.0";"6.0";"false";"12.0";"60.0";2,67;29,08
"14289";"3.0";"9.0";"3.0";"0.6";"6.0";"6.0";"false";"12.0";"65.0";2,67;29,09
"14290";"3.0";"9.0";"3.0";"0.6";"6.0";"6.0";"false";"12.0";"70.0";2,67;29,09
"14291";"3.0";"9.0";"3.0";"0.6";"6.0";"6.0";"false";"15.0";"60.0";2,67;29,09
"14292";"3.0";"9.0";"3.0";"0.6";"6.0";"6.0";"false";"15.0";"65.0";2,67;29,09
"14293";"3.0";"9.0";"3.0";"0.6";"6.0";"6.0";"false";"15.0";"70.0";2,67;29,08
"14294";"3.0";"9.0";"3.0";"0.6";"6.0";"6.0";"false";"9.0";"60.0";2,67;29,09
"14295";"3.0";"9.0";"3.0";"0.6";"6.0";"6.0";"false";"9.0";"65.0";2,67;29,09
"14296";"3.0";"9.0";"3.0";"0.6";"6.0";"6.0";"false";"9.0";"70.0";2,67;29,09
"14297";"3.0";"9.0";"3.0";"0.6";"6.0";"6.0";"true";"12.0";"60.0";2,67;29,1
"14298";"3.0";"9.0";"3.0";"0.6";"6.0";"6.0";"true";"12.0";"65.0";2,67;29,11
"14299";"3.0";"9.0";"3.0";"0.6";"6.0";"6.0";"true";"12.0";"70.0";2,67;29,09
"14300";"3.0";"9.0";"3.0";"0.6";"6.0";"6.0";"true";"15.0";"60.0";2,67;29,1
"14301";"3.0";"9.0";"3.0";"0.6";"6.0";"6.0";"true";"15.0";"65.0";2,67;29,1
"14302";"3.0";"9.0";"3.0";"0.6";"6.0";"6.0";"true";"15.0";"70.0";2,67;29,09
"14303";"3.0";"9.0";"3.0";"0.6";"6.0";"6.0";"true";"9.0";"60.0";2,67;29,1
"14304";"3.0";"9.0";"3.0";"0.6";"6.0";"6.0";"true";"9.0";"65.0";2,67;29,1
"14305";"3.0";"9.0";"3.0";"0.6";"6.0";"6.0";"true";"9.0";"70.0";2,67;29,1
"14306";"3.0";"9.0";"3.0";"0.6";"6.0";"9.0";"false";"12.0";"60.0";2,68;29,08
"14307";"3.0";"9.0";"3.0";"0.6";"6.0";"9.0";"false";"12.0";"65.0";2,68;29,08
"14308";"3.0";"9.0";"3.0";"0.6";"6.0";"9.0";"false";"12.0";"70.0";2,68;29,07
"14309";"3.0";"9.0";"3.0";"0.6";"6.0";"9.0";"false";"15.0";"60.0";2,68;29,08
"14310";"3.0";"9.0";"3.0";"0.6";"6.0";"9.0";"false";"15.0";"65.0";2,68;29,08
"14311";"3.0";"9.0";"3.0";"0.6";"6.0";"9.0";"false";"15.0";"70.0";2,68;29,08
"14312";"3.0";"9.0";"3.0";"0.6";"6.0";"9.0";"false";"9.0";"60.0";2,68;29,07
"14313";"3.0";"9.0";"3.0";"0.6";"6.0";"9.0";"false";"9.0";"65.0";2,68;29,08
"14314";"3.0";"9.0";"3.0";"0.6";"6.0";"9.0";"false";"9.0";"70.0";2,68;29,08
"14315";"3.0";"9.0";"3.0";"0.6";"6.0";"9.0";"true";"12.0";"60.0";2,68;29,09
"14316";"3.0";"9.0";"3.0";"0.6";"6.0";"9.0";"true";"12.0";"65.0";2,68;29,1
"14317";"3.0";"9.0";"3.0";"0.6";"6.0";"9.0";"true";"12.0";"70.0";2,68;29,08
"14318";"3.0";"9.0";"3.0";"0.6";"6.0";"9.0";"true";"15.0";"60.0";2,68;29,09
"14319";"3.0";"9.0";"3.0";"0.6";"6.0";"9.0";"true";"15.0";"65.0";2,68;29,09
"14320";"3.0";"9.0";"3.0";"0.6";"6.0";"9.0";"true";"15.0";"70.0";2,68;29,08
"14321";"3.0";"9.0";"3.0";"0.6";"6.0";"9.0";"true";"9.0";"60.0";2,68;29,09
"14322";"3.0";"9.0";"3.0";"0.6";"6.0";"9.0";"true";"9.0";"65.0";2,68;29,08
"14323";"3.0";"9.0";"3.0";"0.6";"6.0";"9.0";"true";"9.0";"70.0";2,68;29,09
"14324";"3.0";"9.0";"3.0";"0.6";"9.0";"0.0";"false";"12.0";"60.0";2,66;29,3
"14325";"3.0";"9.0";"3.0";"0.6";"9.0";"0.0";"false";"12.0";"65.0";2,66;29,31
"14326";"3.0";"9.0";"3.0";"0.6";"9.0";"0.0";"false";"12.0";"70.0";2,66;29,3
"14327";"3.0";"9.0";"3.0";"0.6";"9.0";"0.0";"false";"15.0";"60.0";2,66;29,31
"14328";"3.0";"9.0";"3.0";"0.6";"9.0";"0.0";"false";"15.0";"65.0";2,66;29,31
"14329";"3.0";"9.0";"3.0";"0.6";"9.0";"0.0";"false";"15.0";"70.0";2,66;29,3
"14330";"3.0";"9.0";"3.0";"0.6";"9.0";"0.0";"false";"9.0";"60.0";2,66;29,3
"14331";"3.0";"9.0";"3.0";"0.6";"9.0";"0.0";"false";"9.0";"65.0";2,66;29,31
"14332";"3.0";"9.0";"3.0";"0.6";"9.0";"0.0";"false";"9.0";"70.0";2,66;29,31
"14333";"3.0";"9.0";"3.0";"0.6";"9.0";"0.0";"true";"12.0";"60.0";2,66;29,31
"14334";"3.0";"9.0";"3.0";"0.6";"9.0";"0.0";"true";"12.0";"65.0";2,66;29,31
"14335";"3.0";"9.0";"3.0";"0.6";"9.0";"0.0";"true";"12.0";"70.0";2,66;29,31
"14336";"3.0";"9.0";"3.0";"0.6";"9.0";"0.0";"true";"15.0";"60.0";2,66;29,3
"14337";"3.0";"9.0";"3.0";"0.6";"9.0";"0.0";"true";"15.0";"65.0";2,66;29,3
"14338";"3.0";"9.0";"3.0";"0.6";"9.0";"0.0";"true";"15.0";"70.0";2,66;29,31
"14339";"3.0";"9.0";"3.0";"0.6";"9.0";"0.0";"true";"9.0";"60.0";2,66;29,31
"14340";"3.0";"9.0";"3.0";"0.6";"9.0";"0.0";"true";"9.0";"65.0";2,66;29,31
"14341";"3.0";"9.0";"3.0";"0.6";"9.0";"0.0";"true";"9.0";"70.0";2,66;29,3
"14342";"3.0";"9.0";"3.0";"0.6";"9.0";"3.0";"false";"12.0";"60.0";2,66;29,16
