"";"expCoeff";"penteInfCoeff";"distrouteCoeff";"ratioliste";"voisUrbCoef";"routesCoef";"route_vois";"popHaIrrig";"popHaUrb";"rmse";"rmsle"
"167";"0.0";"3.0";"0.0";"0.2";"6.0";"3.0";"false";"15.0";"65.0";13,91;1,34
"168";"0.0";"3.0";"0.0";"0.2";"6.0";"3.0";"false";"15.0";"70.0";13,9;1,34
"169";"0.0";"3.0";"0.0";"0.2";"6.0";"3.0";"false";"9.0";"60.0";13,91;1,34
"170";"0.0";"3.0";"0.0";"0.2";"6.0";"3.0";"false";"9.0";"65.0";13,9;1,34
"171";"0.0";"3.0";"0.0";"0.2";"6.0";"3.0";"false";"9.0";"70.0";13,91;1,34
"172";"0.0";"3.0";"0.0";"0.2";"6.0";"3.0";"true";"12.0";"60.0";13,91;1,34
"173";"0.0";"3.0";"0.0";"0.2";"6.0";"3.0";"true";"12.0";"65.0";13,9;1,34
"174";"0.0";"3.0";"0.0";"0.2";"6.0";"3.0";"true";"12.0";"70.0";13,9;1,34
"175";"0.0";"3.0";"0.0";"0.2";"6.0";"3.0";"true";"15.0";"60.0";13,9;1,34
"176";"0.0";"3.0";"0.0";"0.2";"6.0";"3.0";"true";"15.0";"65.0";13,91;1,34
"177";"0.0";"3.0";"0.0";"0.2";"6.0";"3.0";"true";"15.0";"70.0";13,91;1,34
"178";"0.0";"3.0";"0.0";"0.2";"6.0";"3.0";"true";"9.0";"60.0";13,91;1,34
"179";"0.0";"3.0";"0.0";"0.2";"6.0";"3.0";"true";"9.0";"65.0";13,91;1,34
"180";"0.0";"3.0";"0.0";"0.2";"6.0";"3.0";"true";"9.0";"70.0";13,91;1,34
"181";"0.0";"3.0";"0.0";"0.2";"6.0";"6.0";"false";"12.0";"60.0";13,9;1,34
"182";"0.0";"3.0";"0.0";"0.2";"6.0";"6.0";"false";"12.0";"65.0";13,9;1,34
"183";"0.0";"3.0";"0.0";"0.2";"6.0";"6.0";"false";"12.0";"70.0";13,9;1,34
"184";"0.0";"3.0";"0.0";"0.2";"6.0";"6.0";"false";"15.0";"60.0";13,9;1,34
"185";"0.0";"3.0";"0.0";"0.2";"6.0";"6.0";"false";"15.0";"65.0";13,91;1,34
"186";"0.0";"3.0";"0.0";"0.2";"6.0";"6.0";"false";"15.0";"70.0";13,9;1,34
"187";"0.0";"3.0";"0.0";"0.2";"6.0";"6.0";"false";"9.0";"60.0";13,9;1,34
"188";"0.0";"3.0";"0.0";"0.2";"6.0";"6.0";"false";"9.0";"65.0";13,9;1,34
"189";"0.0";"3.0";"0.0";"0.2";"6.0";"6.0";"false";"9.0";"70.0";13,91;1,34
"190";"0.0";"3.0";"0.0";"0.2";"6.0";"6.0";"true";"12.0";"60.0";13,9;1,34
"191";"0.0";"3.0";"0.0";"0.2";"6.0";"6.0";"true";"12.0";"65.0";13,91;1,34
"192";"0.0";"3.0";"0.0";"0.2";"6.0";"6.0";"true";"12.0";"70.0";13,9;1,34
"193";"0.0";"3.0";"0.0";"0.2";"6.0";"6.0";"true";"15.0";"60.0";13,9;1,34
"194";"0.0";"3.0";"0.0";"0.2";"6.0";"6.0";"true";"15.0";"65.0";13,9;1,34
"195";"0.0";"3.0";"0.0";"0.2";"6.0";"6.0";"true";"15.0";"70.0";13,9;1,34
"196";"0.0";"3.0";"0.0";"0.2";"6.0";"6.0";"true";"9.0";"60.0";13,91;1,34
"197";"0.0";"3.0";"0.0";"0.2";"6.0";"6.0";"true";"9.0";"65.0";13,9;1,34
"198";"0.0";"3.0";"0.0";"0.2";"6.0";"6.0";"true";"9.0";"70.0";13,9;1,34
