"date";"stations";"piezostation"
2009-11-21;"DGPZ113";2,818
2009-11-21;"DGPZ116";3,485
2009-11-21;"DGPZ050";5,07
2009-11-21;"DGPZ110";2,12
2009-11-21;"DGPZ111";2,343
2009-11-21;"DGPZ042";3,994
2009-11-21;"DGPZ112";3,306
2009-11-21;"DGPZ038";3,738
2009-11-21;"DGPZ043";5,035
2009-11-21;"DGPZ109";2,879
2009-11-21;"DGPZ041";4,965
2009-11-21;"DGPZ039";5,114
2009-11-21;"DGPZ044";5,801
2009-11-21;"DGPZ040";5,625
2009-11-21;"DGPZ037";5,564
2009-11-21;"TAWA FALL";0
2009-11-21;"FASS BOYE Pz";0
2009-11-21;"SANTHIOU SINE ICS62";16,13
2009-11-21;"NDEUNE";0
2009-11-21;"TAIBA NDIAYE Pt";0
2009-11-21;"KAYAR PS7";0,94
2009-12-01;"THIAMBENE-TEUREUL";0
2009-12-01;"DGPZ120";2,2
2009-12-01;"DGPZ119";3,211
2009-12-01;"DGPZ118";3,95
2009-12-01;"DGPZ049";2,887
2009-12-01;"DGPZ045";2,466
2009-12-01;"DGPZ051";4,31
2009-12-01;"DGPZ114";1,839
2009-12-01;"DGPZ115";2,55
2009-12-01;"DGPZ046";3,829
2009-12-01;"DGPZ113";2,788
2009-12-01;"DGPZ116";3,475
2009-12-01;"DGPZ050";5,08
2009-12-01;"DGPZ110";2,09
2009-12-01;"DGPZ111";2,303
2009-12-01;"DGPZ042";3,984
2009-12-01;"DGPZ112";3,286
2009-12-01;"DGPZ038";3,718
2009-12-01;"DGPZ043";5,035
2009-12-01;"DGPZ109";2,849
2009-12-01;"DGPZ041";4,965
2009-12-01;"DGPZ039";5,114
2009-12-01;"DGPZ044";5,791
2009-12-01;"DGPZ040";5,625
2009-12-01;"DGPZ037";5,554
2009-12-01;"TAWA FALL";13,55
2009-12-01;"FASS BOYE Pz";2,697
2009-12-01;"SANTHIOU SINE ICS62";15,95
2009-12-01;"NDEUNE";0
2009-12-01;"TAIBA NDIAYE Pt";0
2009-12-01;"KAYAR PS7";0,99
2009-12-11;"THIAMBENE-TEUREUL";0
2009-12-11;"DGPZ120";2,2
2009-12-11;"DGPZ119";3,211
2009-12-11;"DGPZ118";3,95
2009-12-11;"DGPZ049";2,887
2009-12-11;"DGPZ045";2,466
2009-12-11;"DGPZ051";4,31
2009-12-11;"DGPZ114";1,839
2009-12-11;"DGPZ115";2,55
2009-12-11;"DGPZ046";3,829
2009-12-11;"DGPZ113";2,788
2009-12-11;"DGPZ116";3,475
2009-12-11;"DGPZ050";5,08
2009-12-11;"DGPZ110";2,09
2009-12-11;"DGPZ111";2,303
2009-12-11;"DGPZ042";3,984
2009-12-11;"DGPZ112";3,286
2009-12-11;"DGPZ038";3,718
2009-12-11;"DGPZ043";5,035
2009-12-11;"DGPZ109";2,849
2009-12-11;"DGPZ041";4,965
2009-12-11;"DGPZ039";5,114
2009-12-11;"DGPZ044";5,791
2009-12-11;"DGPZ040";5,625
2009-12-11;"DGPZ037";5,554
2009-12-11;"TAWA FALL";13,55
2009-12-11;"FASS BOYE Pz";2,697
2009-12-11;"SANTHIOU SINE ICS62";15,95
2009-12-11;"NDEUNE";0
2009-12-11;"TAIBA NDIAYE Pt";0
2009-12-11;"KAYAR PS7";0,99
2009-12-21;"THIAMBENE-TEUREUL";0
2009-12-21;"DGPZ120";2,2
2009-12-21;"DGPZ119";3,211
2009-12-21;"DGPZ118";3,95
2009-12-21;"DGPZ049";2,887
2009-12-21;"DGPZ045";2,466
2009-12-21;"DGPZ051";4,31
2009-12-21;"DGPZ114";1,839
2009-12-21;"DGPZ115";2,55
2009-12-21;"DGPZ046";3,829
2009-12-21;"DGPZ113";2,788
2009-12-21;"DGPZ116";3,475
2009-12-21;"DGPZ050";5,08
2009-12-21;"DGPZ110";2,09
2009-12-21;"DGPZ111";2,303
2009-12-21;"DGPZ042";3,984
2009-12-21;"DGPZ112";3,286
2009-12-21;"DGPZ038";3,718
2009-12-21;"DGPZ043";5,035
2009-12-21;"DGPZ109";2,849
2009-12-21;"DGPZ041";4,965
2009-12-21;"DGPZ039";5,114
2009-12-21;"DGPZ044";5,791
2009-12-21;"DGPZ040";5,625
2009-12-21;"DGPZ037";5,554
2009-12-21;"TAWA FALL";13,55
2009-12-21;"FASS BOYE Pz";2,697
2009-12-21;"SANTHIOU SINE ICS62";15,95
2009-12-21;"NDEUNE";0
2009-12-21;"TAIBA NDIAYE Pt";0
2009-12-21;"KAYAR PS7";0,99
2010-01-01;"THIAMBENE-TEUREUL";0
2010-01-01;"DGPZ120";2,2
2010-01-01;"DGPZ119";3,211
2010-01-01;"DGPZ118";3,95
2010-01-01;"DGPZ049";2,887
2010-01-01;"DGPZ045";2,466
2010-01-01;"DGPZ051";4,31
2010-01-01;"DGPZ114";1,839
2010-01-01;"DGPZ115";2,55
2010-01-01;"DGPZ046";3,829
2010-01-01;"DGPZ113";2,788
2010-01-01;"DGPZ116";3,475
2010-01-01;"DGPZ050";5,08
2010-01-01;"DGPZ110";2,09
2010-01-01;"DGPZ111";2,303
2010-01-01;"DGPZ042";3,984
2010-01-01;"DGPZ112";3,286
2010-01-01;"DGPZ038";3,718
2010-01-01;"DGPZ043";5,035
2010-01-01;"DGPZ109";2,849
2010-01-01;"DGPZ041";4,965
2010-01-01;"DGPZ039";5,114
2010-01-01;"DGPZ044";5,791
2010-01-01;"DGPZ040";5,625
2010-01-01;"DGPZ037";5,554
2010-01-01;"TAWA FALL";13,55
2010-01-01;"FASS BOYE Pz";2,697
2010-01-01;"SANTHIOU SINE ICS62";15,95
2010-01-01;"NDEUNE";0
2010-01-01;"TAIBA NDIAYE Pt";0
2010-01-01;"KAYAR PS7";0,99
2010-01-11;"THIAMBENE-TEUREUL";0
2010-01-11;"DGPZ120";2,2
2010-01-11;"DGPZ119";3,211
2010-01-11;"DGPZ118";3,95
2010-01-11;"DGPZ049";2,887
2010-01-11;"DGPZ045";2,466
2010-01-11;"DGPZ051";4,31
2010-01-11;"DGPZ114";1,839
2010-01-11;"DGPZ115";2,55
2010-01-11;"DGPZ046";3,829
2010-01-11;"DGPZ113";2,788
2010-01-11;"DGPZ116";3,475
2010-01-11;"DGPZ050";5,08
2010-01-11;"DGPZ110";2,09
2010-01-11;"DGPZ111";2,303
2010-01-11;"DGPZ042";3,984
2010-01-11;"DGPZ112";3,286
2010-01-11;"DGPZ038";3,718
2010-01-11;"DGPZ043";5,035
2010-01-11;"DGPZ109";2,849
2010-01-11;"DGPZ041";4,965
2010-01-11;"DGPZ039";5,114
2010-01-11;"DGPZ044";5,791
2010-01-11;"DGPZ040";5,625
2010-01-11;"DGPZ037";5,554
2010-01-11;"TAWA FALL";13,55
2010-01-11;"FASS BOYE Pz";2,697
2010-01-11;"SANTHIOU SINE ICS62";15,95
2010-01-11;"NDEUNE";0
2010-01-11;"TAIBA NDIAYE Pt";0
2010-01-11;"KAYAR PS7";0,99
2010-01-21;"THIAMBENE-TEUREUL";0
2010-01-21;"DGPZ120";2,2
2010-01-21;"DGPZ119";3,211
2010-01-21;"DGPZ118";3,95
2010-01-21;"DGPZ049";2,887
2010-01-21;"DGPZ045";2,466
2010-01-21;"DGPZ051";4,31
2010-01-21;"DGPZ114";1,839
2010-01-21;"DGPZ115";2,55
2010-01-21;"DGPZ046";3,829
2010-01-21;"DGPZ113";2,788
2010-01-21;"DGPZ116";3,475
2010-01-21;"DGPZ050";5,08
2010-01-21;"DGPZ110";2,09
2010-01-21;"DGPZ111";2,303
2010-01-21;"DGPZ042";3,984
2010-01-21;"DGPZ112";3,286
2010-01-21;"DGPZ038";3,718
2010-01-21;"DGPZ043";5,035
2010-01-21;"DGPZ109";2,849
2010-01-21;"DGPZ041";4,965
2010-01-21;"DGPZ039";5,114
2010-01-21;"DGPZ044";5,791
2010-01-21;"DGPZ040";5,625
2010-01-21;"DGPZ037";5,554
2010-01-21;"TAWA FALL";13,55
2010-01-21;"FASS BOYE Pz";2,697
2010-01-21;"SANTHIOU SINE ICS62";15,95
2010-01-21;"NDEUNE";0
2010-01-21;"TAIBA NDIAYE Pt";0
2010-01-21;"KAYAR PS7";0,99
2010-02-01;"THIAMBENE-TEUREUL";0
2010-02-01;"DGPZ120";2,2
2010-02-01;"DGPZ119";3,211
2010-02-01;"DGPZ118";3,95
2010-02-01;"DGPZ049";2,887
2010-02-01;"DGPZ045";2,466
2010-02-01;"DGPZ051";4,31
2010-02-01;"DGPZ114";1,839
2010-02-01;"DGPZ115";2,55
2010-02-01;"DGPZ046";3,829
2010-02-01;"DGPZ113";2,788
2010-02-01;"DGPZ116";3,475
2010-02-01;"DGPZ050";5,08
2010-02-01;"DGPZ110";2,09
2010-02-01;"DGPZ111";2,303
2010-02-01;"DGPZ042";3,984
2010-02-01;"DGPZ112";3,286
2010-02-01;"DGPZ038";3,718
2010-02-01;"DGPZ043";5,035
2010-02-01;"DGPZ109";2,849
2010-02-01;"DGPZ041";4,965
2010-02-01;"DGPZ039";5,114
2010-02-01;"DGPZ044";5,791
2010-02-01;"DGPZ040";5,625
2010-02-01;"DGPZ037";5,554
2010-02-01;"TAWA FALL";13,55
2010-02-01;"FASS BOYE Pz";2,697
2010-02-01;"SANTHIOU SINE ICS62";15,95
2010-02-01;"NDEUNE";0
2010-02-01;"TAIBA NDIAYE Pt";0
2010-02-01;"KAYAR PS7";0,99
2010-02-11;"THIAMBENE-TEUREUL";0
2010-02-11;"DGPZ120";2,2
2010-02-11;"DGPZ119";3,211
2010-02-11;"DGPZ118";3,95
2010-02-11;"DGPZ049";2,887
2010-02-11;"DGPZ045";2,466
2010-02-11;"DGPZ051";4,31
2010-02-11;"DGPZ114";1,839
2010-02-11;"DGPZ115";2,55
2010-02-11;"DGPZ046";3,829
2010-02-11;"DGPZ113";2,788
2010-02-11;"DGPZ116";3,475
2010-02-11;"DGPZ050";5,08
2010-02-11;"DGPZ110";2,09
2010-02-11;"DGPZ111";2,303
2010-02-11;"DGPZ042";3,984
2010-02-11;"DGPZ112";3,286
2010-02-11;"DGPZ038";3,718
2010-02-11;"DGPZ043";5,035
2010-02-11;"DGPZ109";2,849
2010-02-11;"DGPZ041";4,965
2010-02-11;"DGPZ039";5,114
2010-02-11;"DGPZ044";5,791
2010-02-11;"DGPZ040";5,625
2010-02-11;"DGPZ037";5,554
2010-02-11;"TAWA FALL";13,55
2010-02-11;"FASS BOYE Pz";2,697
2010-02-11;"SANTHIOU SINE ICS62";15,95
2010-02-11;"NDEUNE";0
2010-02-11;"TAIBA NDIAYE Pt";0
2010-02-11;"KAYAR PS7";0,99
2010-02-21;"THIAMBENE-TEUREUL";0
2010-02-21;"DGPZ120";2,2
2010-02-21;"DGPZ119";3,211
2010-02-21;"DGPZ118";3,95
2010-02-21;"DGPZ049";2,887
2010-02-21;"DGPZ045";2,466
2010-02-21;"DGPZ051";4,31
2010-02-21;"DGPZ114";1,839
2010-02-21;"DGPZ115";2,55
2010-02-21;"DGPZ046";3,829
2010-02-21;"DGPZ113";2,788
2010-02-21;"DGPZ116";3,475
2010-02-21;"DGPZ050";5,08
2010-02-21;"DGPZ110";2,09
2010-02-21;"DGPZ111";2,303
2010-02-21;"DGPZ042";3,984
2010-02-21;"DGPZ112";3,286
2010-02-21;"DGPZ038";3,718
2010-02-21;"DGPZ043";5,035
2010-02-21;"DGPZ109";2,849
2010-02-21;"DGPZ041";4,965
2010-02-21;"DGPZ039";5,114
2010-02-21;"DGPZ044";5,791
2010-02-21;"DGPZ040";5,625
2010-02-21;"DGPZ037";5,554
2010-02-21;"TAWA FALL";13,55
2010-02-21;"FASS BOYE Pz";2,697
2010-02-21;"SANTHIOU SINE ICS62";15,95
2010-02-21;"NDEUNE";0
2010-02-21;"TAIBA NDIAYE Pt";0
2010-02-21;"KAYAR PS7";0,99
2010-03-01;"THIAMBENE-TEUREUL";0
2010-03-01;"DGPZ120";2,2
2010-03-01;"DGPZ119";3,211
2010-03-01;"DGPZ118";3,95
2010-03-01;"DGPZ049";2,887
2010-03-01;"DGPZ045";2,466
2010-03-01;"DGPZ051";4,31
2010-03-01;"DGPZ114";1,839
2010-03-01;"DGPZ115";2,55
2010-03-01;"DGPZ046";3,829
2010-03-01;"DGPZ113";2,788
2010-03-01;"DGPZ116";3,475
2010-03-01;"DGPZ050";5,08
2010-03-01;"DGPZ110";2,09
2010-03-01;"DGPZ111";2,303
2010-03-01;"DGPZ042";3,984
2010-03-01;"DGPZ112";3,286
2010-03-01;"DGPZ038";3,718
2010-03-01;"DGPZ043";5,035
2010-03-01;"DGPZ109";2,849
2010-03-01;"DGPZ041";4,965
2010-03-01;"DGPZ039";5,114
2010-03-01;"DGPZ044";5,791
2010-03-01;"DGPZ040";5,625
2010-03-01;"DGPZ037";5,554
2010-03-01;"TAWA FALL";13,55
2010-03-01;"FASS BOYE Pz";2,697
2010-03-01;"SANTHIOU SINE ICS62";15,95
2010-03-01;"NDEUNE";0
2010-03-01;"TAIBA NDIAYE Pt";0
2010-03-01;"KAYAR PS7";0,99
2010-03-11;"THIAMBENE-TEUREUL";0
2010-03-11;"DGPZ120";2,2
2010-03-11;"DGPZ119";3,211
2010-03-11;"DGPZ118";3,95
2010-03-11;"DGPZ049";2,887
2010-03-11;"DGPZ045";2,466
2010-03-11;"DGPZ051";4,31
2010-03-11;"DGPZ114";1,839
2010-03-11;"DGPZ115";2,55
2010-03-11;"DGPZ046";3,829
2010-03-11;"DGPZ113";2,788
2010-03-11;"DGPZ116";3,475
2010-03-11;"DGPZ050";5,08
2010-03-11;"DGPZ110";2,09
2010-03-11;"DGPZ111";2,303
2010-03-11;"DGPZ042";3,984
2010-03-11;"DGPZ112";3,286
2010-03-11;"DGPZ038";3,718
2010-03-11;"DGPZ043";5,035
2010-03-11;"DGPZ109";2,849
2010-03-11;"DGPZ041";4,965
2010-03-11;"DGPZ039";5,114
2010-03-11;"DGPZ044";5,791
2010-03-11;"DGPZ040";5,625
2010-03-11;"DGPZ037";5,554
2010-03-11;"TAWA FALL";13,55
2010-03-11;"FASS BOYE Pz";2,697
2010-03-11;"SANTHIOU SINE ICS62";15,95
2010-03-11;"NDEUNE";0
2010-03-11;"TAIBA NDIAYE Pt";0
2010-03-11;"KAYAR PS7";0,99
2010-03-21;"THIAMBENE-TEUREUL";0
2010-03-21;"DGPZ120";2,2
2010-03-21;"DGPZ119";3,211
2010-03-21;"DGPZ118";3,95
2010-03-21;"DGPZ049";2,887
2010-03-21;"DGPZ045";2,466
2010-03-21;"DGPZ051";4,31
2010-03-21;"DGPZ114";1,839
2010-03-21;"DGPZ115";2,55
2010-03-21;"DGPZ046";3,829
2010-03-21;"DGPZ113";2,788
2010-03-21;"DGPZ116";3,475
2010-03-21;"DGPZ050";5,08
2010-03-21;"DGPZ110";2,09
2010-03-21;"DGPZ111";2,303
2010-03-21;"DGPZ042";3,984
2010-03-21;"DGPZ112";3,286
2010-03-21;"DGPZ038";3,718
2010-03-21;"DGPZ043";5,035
2010-03-21;"DGPZ109";2,849
2010-03-21;"DGPZ041";4,965
2010-03-21;"DGPZ039";5,114
2010-03-21;"DGPZ044";5,791
2010-03-21;"DGPZ040";5,625
2010-03-21;"DGPZ037";5,554
2010-03-21;"TAWA FALL";13,55
2010-03-21;"FASS BOYE Pz";2,697
2010-03-21;"SANTHIOU SINE ICS62";15,95
2010-03-21;"NDEUNE";0
2010-03-21;"TAIBA NDIAYE Pt";0
2010-03-21;"KAYAR PS7";0,99
2010-04-01;"THIAMBENE-TEUREUL";0
2010-04-01;"DGPZ120";2,2
2010-04-01;"DGPZ119";3,211
2010-04-01;"DGPZ118";3,95
2010-04-01;"DGPZ049";2,887
2010-04-01;"DGPZ045";2,466
2010-04-01;"DGPZ051";4,31
2010-04-01;"DGPZ114";1,839
2010-04-01;"DGPZ115";2,55
2010-04-01;"DGPZ046";3,829
2010-04-01;"DGPZ113";2,788
2010-04-01;"DGPZ116";3,475
2010-04-01;"DGPZ050";5,08
2010-04-01;"DGPZ110";2,09
2010-04-01;"DGPZ111";2,303
2010-04-01;"DGPZ042";3,984
2010-04-01;"DGPZ112";3,286
2010-04-01;"DGPZ038";3,718
2010-04-01;"DGPZ043";5,035
2010-04-01;"DGPZ109";2,849
2010-04-01;"DGPZ041";4,965
2010-04-01;"DGPZ039";5,114
2010-04-01;"DGPZ044";5,791
2010-04-01;"DGPZ040";5,625
2010-04-01;"DGPZ037";5,554
2010-04-01;"TAWA FALL";13,55
2010-04-01;"FASS BOYE Pz";2,697
2010-04-01;"SANTHIOU SINE ICS62";15,95
2010-04-01;"NDEUNE";0
2010-04-01;"TAIBA NDIAYE Pt";0
2010-04-01;"KAYAR PS7";0,99
2010-04-11;"THIAMBENE-TEUREUL";0
2010-04-11;"DGPZ120";2,2
2010-04-11;"DGPZ119";3,211
2010-04-11;"DGPZ118";3,95
2010-04-11;"DGPZ049";2,887
2010-04-11;"DGPZ045";2,466
2010-04-11;"DGPZ051";4,31
2010-04-11;"DGPZ114";1,839
2010-04-11;"DGPZ115";2,55
2010-04-11;"DGPZ046";3,829
2010-04-11;"DGPZ113";2,788
2010-04-11;"DGPZ116";3,475
2010-04-11;"DGPZ050";5,08
2010-04-11;"DGPZ110";2,09
2010-04-11;"DGPZ111";2,303
2010-04-11;"DGPZ042";3,984
2010-04-11;"DGPZ112";3,286
2010-04-11;"DGPZ038";3,718
2010-04-11;"DGPZ043";5,035
2010-04-11;"DGPZ109";2,849
2010-04-11;"DGPZ041";4,965
2010-04-11;"DGPZ039";5,114
2010-04-11;"DGPZ044";5,791
2010-04-11;"DGPZ040";5,625
2010-04-11;"DGPZ037";5,554
2010-04-11;"TAWA FALL";13,55
2010-04-11;"FASS BOYE Pz";2,697
2010-04-11;"SANTHIOU SINE ICS62";15,95
2010-04-11;"NDEUNE";0
2010-04-11;"TAIBA NDIAYE Pt";0
2010-04-11;"KAYAR PS7";0,99
2010-04-21;"THIAMBENE-TEUREUL";0
2010-04-21;"DGPZ120";2,2
2010-04-21;"DGPZ119";3,211
2010-04-21;"DGPZ118";3,95
2010-04-21;"DGPZ049";2,887
2010-04-21;"DGPZ045";2,466
2010-04-21;"DGPZ051";4,31
2010-04-21;"DGPZ114";1,839
2010-04-21;"DGPZ115";2,55
2010-04-21;"DGPZ046";3,829
2010-04-21;"DGPZ113";2,788
2010-04-21;"DGPZ116";3,475
2010-04-21;"DGPZ050";5,08
2010-04-21;"DGPZ110";2,09
2010-04-21;"DGPZ111";2,303
2010-04-21;"DGPZ042";3,984
2010-04-21;"DGPZ112";3,286
2010-04-21;"DGPZ038";3,718
2010-04-21;"DGPZ043";5,035
2010-04-21;"DGPZ109";2,849
2010-04-21;"DGPZ041";4,965
2010-04-21;"DGPZ039";5,114
2010-04-21;"DGPZ044";5,791
2010-04-21;"DGPZ040";5,625
2010-04-21;"DGPZ037";5,554
2010-04-21;"TAWA FALL";13,55
2010-04-21;"FASS BOYE Pz";2,697
2010-04-21;"SANTHIOU SINE ICS62";15,95
2010-04-21;"NDEUNE";0
2010-04-21;"TAIBA NDIAYE Pt";0
2010-04-21;"KAYAR PS7";0,99
2010-05-01;"THIAMBENE-TEUREUL";0
2010-05-01;"DGPZ120";2,2
2010-05-01;"DGPZ119";3,211
2010-05-01;"DGPZ118";3,95
2010-05-01;"DGPZ049";2,887
2010-05-01;"DGPZ045";2,466
2010-05-01;"DGPZ051";4,31
2010-05-01;"DGPZ114";1,839
2010-05-01;"DGPZ115";2,55
2010-05-01;"DGPZ046";3,829
2010-05-01;"DGPZ113";2,788
2010-05-01;"DGPZ116";3,475
2010-05-01;"DGPZ050";5,08
2010-05-01;"DGPZ110";2,09
2010-05-01;"DGPZ111";2,303
2010-05-01;"DGPZ042";3,984
2010-05-01;"DGPZ112";3,286
2010-05-01;"DGPZ038";3,718
2010-05-01;"DGPZ043";5,035
2010-05-01;"DGPZ109";2,849
2010-05-01;"DGPZ041";4,965
2010-05-01;"DGPZ039";5,114
2010-05-01;"DGPZ044";5,791
2010-05-01;"DGPZ040";5,625
2010-05-01;"DGPZ037";5,554
2010-05-01;"TAWA FALL";13,55
2010-05-01;"FASS BOYE Pz";2,697
2010-05-01;"SANTHIOU SINE ICS62";15,95
2010-05-01;"NDEUNE";0
2010-05-01;"TAIBA NDIAYE Pt";0
2010-05-01;"KAYAR PS7";0,99
2010-05-11;"THIAMBENE-TEUREUL";0
2010-05-11;"DGPZ120";2,2
2010-05-11;"DGPZ119";3,211
2010-05-11;"DGPZ118";3,95
2010-05-11;"DGPZ049";2,887
2010-05-11;"DGPZ045";2,466
2010-05-11;"DGPZ051";4,31
2010-05-11;"DGPZ114";1,839
2010-05-11;"DGPZ115";2,55
2010-05-11;"DGPZ046";3,829
2010-05-11;"DGPZ113";2,788
2010-05-11;"DGPZ116";3,475
2010-05-11;"DGPZ050";5,08
2010-05-11;"DGPZ110";2,09
2010-05-11;"DGPZ111";2,303
2010-05-11;"DGPZ042";3,984
2010-05-11;"DGPZ112";3,286
2010-05-11;"DGPZ038";3,718
2010-05-11;"DGPZ043";5,035
2010-05-11;"DGPZ109";2,849
2010-05-11;"DGPZ041";4,965
2010-05-11;"DGPZ039";5,114
2010-05-11;"DGPZ044";5,791
2010-05-11;"DGPZ040";5,625
2010-05-11;"DGPZ037";5,554
2010-05-11;"TAWA FALL";13,55
2010-05-11;"FASS BOYE Pz";2,697
2010-05-11;"SANTHIOU SINE ICS62";15,95
2010-05-11;"NDEUNE";0
2010-05-11;"TAIBA NDIAYE Pt";0
2010-05-11;"KAYAR PS7";0,99
2010-05-21;"THIAMBENE-TEUREUL";0
2010-05-21;"DGPZ120";2,2
2010-05-21;"DGPZ119";3,211
2010-05-21;"DGPZ118";3,95
2010-05-21;"DGPZ049";2,887
2010-05-21;"DGPZ045";2,466
2010-05-21;"DGPZ051";4,31
2010-05-21;"DGPZ114";1,839
2010-05-21;"DGPZ115";2,55
2010-05-21;"DGPZ046";3,829
2010-05-21;"DGPZ113";2,788
2010-05-21;"DGPZ116";3,475
2010-05-21;"DGPZ050";5,08
2010-05-21;"DGPZ110";2,09
2010-05-21;"DGPZ111";2,303
2010-05-21;"DGPZ042";3,984
2010-05-21;"DGPZ112";3,286
2010-05-21;"DGPZ038";3,718
2010-05-21;"DGPZ043";5,035
2010-05-21;"DGPZ109";2,849
2010-05-21;"DGPZ041";4,965
2010-05-21;"DGPZ039";5,114
2010-05-21;"DGPZ044";5,791
2010-05-21;"DGPZ040";5,625
2010-05-21;"DGPZ037";5,554
2010-05-21;"TAWA FALL";13,55
2010-05-21;"FASS BOYE Pz";2,697
2010-05-21;"SANTHIOU SINE ICS62";15,95
2010-05-21;"NDEUNE";0
2010-05-21;"TAIBA NDIAYE Pt";0
2010-05-21;"KAYAR PS7";0,99
2010-06-01;"THIAMBENE-TEUREUL";0
2010-06-01;"DGPZ120";2,2
2010-06-01;"DGPZ119";3,211
2010-06-01;"DGPZ118";3,95
2010-06-01;"DGPZ049";2,887
2010-06-01;"DGPZ045";2,466
2010-06-01;"DGPZ051";4,31
2010-06-01;"DGPZ114";1,839
2010-06-01;"DGPZ115";2,55
2010-06-01;"DGPZ046";3,829
2010-06-01;"DGPZ113";2,788
2010-06-01;"DGPZ116";3,475
2010-06-01;"DGPZ050";5,08
2010-06-01;"DGPZ110";2,09
2010-06-01;"DGPZ111";2,303
2010-06-01;"DGPZ042";3,984
2010-06-01;"DGPZ112";3,286
2010-06-01;"DGPZ038";3,718
2010-06-01;"DGPZ043";5,035
2010-06-01;"DGPZ109";2,849
2010-06-01;"DGPZ041";4,965
2010-06-01;"DGPZ039";5,114
2010-06-01;"DGPZ044";5,791
2010-06-01;"DGPZ040";5,625
2010-06-01;"DGPZ037";5,554
2010-06-01;"TAWA FALL";13,55
2010-06-01;"FASS BOYE Pz";2,697
2010-06-01;"SANTHIOU SINE ICS62";15,95
2010-06-01;"NDEUNE";0
2010-06-01;"TAIBA NDIAYE Pt";0
2010-06-01;"KAYAR PS7";0,99
2010-06-11;"THIAMBENE-TEUREUL";0
2010-06-11;"DGPZ120";2,2
2010-06-11;"DGPZ119";3,211
2010-06-11;"DGPZ118";3,95
2010-06-11;"DGPZ049";2,887
2010-06-11;"DGPZ045";2,466
2010-06-11;"DGPZ051";4,31
2010-06-11;"DGPZ114";1,839
2010-06-11;"DGPZ115";2,55
2010-06-11;"DGPZ046";3,829
2010-06-11;"DGPZ113";2,788
2010-06-11;"DGPZ116";3,475
2010-06-11;"DGPZ050";5,08
2010-06-11;"DGPZ110";2,09
2010-06-11;"DGPZ111";2,303
2010-06-11;"DGPZ042";3,984
2010-06-11;"DGPZ112";3,286
2010-06-11;"DGPZ038";3,718
2010-06-11;"DGPZ043";5,035
2010-06-11;"DGPZ109";2,849
2010-06-11;"DGPZ041";4,965
2010-06-11;"DGPZ039";5,114
2010-06-11;"DGPZ044";5,791
2010-06-11;"DGPZ040";5,625
2010-06-11;"DGPZ037";5,554
2010-06-11;"TAWA FALL";13,55
2010-06-11;"FASS BOYE Pz";2,697
2010-06-11;"SANTHIOU SINE ICS62";15,95
2010-06-11;"NDEUNE";0
2010-06-11;"TAIBA NDIAYE Pt";0
2010-06-11;"KAYAR PS7";0,99
2010-06-21;"THIAMBENE-TEUREUL";0
2010-06-21;"DGPZ120";2,2
2010-06-21;"DGPZ119";3,211
2010-06-21;"DGPZ118";3,95
2010-06-21;"DGPZ049";2,887
2010-06-21;"DGPZ045";2,466
2010-06-21;"DGPZ051";4,31
2010-06-21;"DGPZ114";1,839
2010-06-21;"DGPZ115";2,55
2010-06-21;"DGPZ046";3,829
2010-06-21;"DGPZ113";2,788
2010-06-21;"DGPZ116";3,475
2010-06-21;"DGPZ050";5,08
2010-06-21;"DGPZ110";2,09
2010-06-21;"DGPZ111";2,303
2010-06-21;"DGPZ042";3,984
2010-06-21;"DGPZ112";3,286
2010-06-21;"DGPZ038";3,718
2010-06-21;"DGPZ043";5,035
2010-06-21;"DGPZ109";2,849
2010-06-21;"DGPZ041";4,965
2010-06-21;"DGPZ039";5,114
2010-06-21;"DGPZ044";5,791
2010-06-21;"DGPZ040";5,625
2010-06-21;"DGPZ037";5,554
2010-06-21;"TAWA FALL";13,55
2010-06-21;"FASS BOYE Pz";2,697
2010-06-21;"SANTHIOU SINE ICS62";15,95
2010-06-21;"NDEUNE";0
2010-06-21;"TAIBA NDIAYE Pt";0
2010-06-21;"KAYAR PS7";0,99
2010-07-01;"THIAMBENE-TEUREUL";0
2010-07-01;"DGPZ120";2,2
2010-07-01;"DGPZ119";3,211
2010-07-01;"DGPZ118";3,95
2010-07-01;"DGPZ049";2,887
2010-07-01;"DGPZ045";2,466
2010-07-01;"DGPZ051";4,31
2010-07-01;"DGPZ114";1,839
2010-07-01;"DGPZ115";2,55
2010-07-01;"DGPZ046";3,829
2010-07-01;"DGPZ113";2,788
2010-07-01;"DGPZ116";3,475
2010-07-01;"DGPZ050";5,08
2010-07-01;"DGPZ110";2,09
2010-07-01;"DGPZ111";2,303
2010-07-01;"DGPZ042";3,984
2010-07-01;"DGPZ112";3,286
2010-07-01;"DGPZ038";3,718
2010-07-01;"DGPZ043";5,035
2010-07-01;"DGPZ109";2,849
2010-07-01;"DGPZ041";4,965
2010-07-01;"DGPZ039";5,114
2010-07-01;"DGPZ044";5,791
2010-07-01;"DGPZ040";5,625
2010-07-01;"DGPZ037";5,554
2010-07-01;"TAWA FALL";13,55
2010-07-01;"FASS BOYE Pz";2,697
2010-07-01;"SANTHIOU SINE ICS62";15,95
2010-07-01;"NDEUNE";0
2010-07-01;"TAIBA NDIAYE Pt";0
2010-07-01;"KAYAR PS7";0,99
2010-07-11;"THIAMBENE-TEUREUL";0
2010-07-11;"DGPZ120";2,2
2010-07-11;"DGPZ119";3,211
