"date";"stations";"piezostation"
2008-02-21;"DGPZ044";0
2008-02-21;"DGPZ040";0
2008-02-21;"DGPZ037";0
2008-02-21;"TAWA FALL";0
2008-02-21;"FASS BOYE Pz";0
2008-02-21;"SANTHIOU SINE ICS62";0
2008-02-21;"NDEUNE";0
2008-02-21;"TAIBA NDIAYE Pt";0
2008-02-21;"KAYAR PS7";0
2008-03-01;"THIAMBENE-TEUREUL";0
2008-03-01;"DGPZ120";0
2008-03-01;"DGPZ119";0
2008-03-01;"DGPZ118";0
2008-03-01;"DGPZ049";0
2008-03-01;"DGPZ045";0
2008-03-01;"DGPZ051";0
2008-03-01;"DGPZ114";0
2008-03-01;"DGPZ115";0
2008-03-01;"DGPZ046";0
2008-03-01;"DGPZ113";0
2008-03-01;"DGPZ116";0
2008-03-01;"DGPZ050";0
2008-03-01;"DGPZ110";0
2008-03-01;"DGPZ111";0
2008-03-01;"DGPZ042";0
2008-03-01;"DGPZ112";0
2008-03-01;"DGPZ038";0
2008-03-01;"DGPZ043";0
2008-03-01;"DGPZ109";0
2008-03-01;"DGPZ041";0
2008-03-01;"DGPZ039";0
2008-03-01;"DGPZ044";0
2008-03-01;"DGPZ040";0
2008-03-01;"DGPZ037";0
2008-03-01;"TAWA FALL";0
2008-03-01;"FASS BOYE Pz";0
2008-03-01;"SANTHIOU SINE ICS62";0
2008-03-01;"NDEUNE";0
2008-03-01;"TAIBA NDIAYE Pt";0
2008-03-01;"KAYAR PS7";0
2008-03-11;"THIAMBENE-TEUREUL";0
2008-03-11;"DGPZ120";0
2008-03-11;"DGPZ119";0
2008-03-11;"DGPZ118";0
2008-03-11;"DGPZ049";0
2008-03-11;"DGPZ045";0
2008-03-11;"DGPZ051";0
2008-03-11;"DGPZ114";0
2008-03-11;"DGPZ115";0
2008-03-11;"DGPZ046";0
2008-03-11;"DGPZ113";0
2008-03-11;"DGPZ116";0
2008-03-11;"DGPZ050";0
2008-03-11;"DGPZ110";0
2008-03-11;"DGPZ111";0
2008-03-11;"DGPZ042";0
2008-03-11;"DGPZ112";0
2008-03-11;"DGPZ038";0
2008-03-11;"DGPZ043";0
2008-03-11;"DGPZ109";0
2008-03-11;"DGPZ041";0
2008-03-11;"DGPZ039";0
2008-03-11;"DGPZ044";0
2008-03-11;"DGPZ040";0
2008-03-11;"DGPZ037";0
2008-03-11;"TAWA FALL";0
2008-03-11;"FASS BOYE Pz";0
2008-03-11;"SANTHIOU SINE ICS62";0
2008-03-11;"NDEUNE";0
2008-03-11;"TAIBA NDIAYE Pt";0
2008-03-11;"KAYAR PS7";0
2008-03-21;"THIAMBENE-TEUREUL";0
2008-03-21;"DGPZ120";0
2008-03-21;"DGPZ119";0
2008-03-21;"DGPZ118";0
2008-03-21;"DGPZ049";0
2008-03-21;"DGPZ045";0
2008-03-21;"DGPZ051";0
2008-03-21;"DGPZ114";0
2008-03-21;"DGPZ115";0
2008-03-21;"DGPZ046";0
2008-03-21;"DGPZ113";0
2008-03-21;"DGPZ116";0
2008-03-21;"DGPZ050";0
2008-03-21;"DGPZ110";0
2008-03-21;"DGPZ111";0
2008-03-21;"DGPZ042";0
2008-03-21;"DGPZ112";0
2008-03-21;"DGPZ038";0
2008-03-21;"DGPZ043";0
2008-03-21;"DGPZ109";0
2008-03-21;"DGPZ041";0
2008-03-21;"DGPZ039";0
2008-03-21;"DGPZ044";0
2008-03-21;"DGPZ040";0
2008-03-21;"DGPZ037";0
2008-03-21;"TAWA FALL";0
2008-03-21;"FASS BOYE Pz";0
2008-03-21;"SANTHIOU SINE ICS62";0
2008-03-21;"NDEUNE";0
2008-03-21;"TAIBA NDIAYE Pt";0
2008-03-21;"KAYAR PS7";0
2008-04-01;"THIAMBENE-TEUREUL";0
2008-04-01;"DGPZ120";0
2008-04-01;"DGPZ119";0
2008-04-01;"DGPZ118";0
2008-04-01;"DGPZ049";0
2008-04-01;"DGPZ045";0
2008-04-01;"DGPZ051";0
2008-04-01;"DGPZ114";0
2008-04-01;"DGPZ115";0
2008-04-01;"DGPZ046";0
2008-04-01;"DGPZ113";0
2008-04-01;"DGPZ116";0
2008-04-01;"DGPZ050";0
2008-04-01;"DGPZ110";0
2008-04-01;"DGPZ111";0
2008-04-01;"DGPZ042";0
2008-04-01;"DGPZ112";0
2008-04-01;"DGPZ038";0
2008-04-01;"DGPZ043";0
2008-04-01;"DGPZ109";0
2008-04-01;"DGPZ041";0
2008-04-01;"DGPZ039";0
2008-04-01;"DGPZ044";0
2008-04-01;"DGPZ040";0
2008-04-01;"DGPZ037";0
2008-04-01;"TAWA FALL";0
2008-04-01;"FASS BOYE Pz";0
2008-04-01;"SANTHIOU SINE ICS62";0
2008-04-01;"NDEUNE";0
2008-04-01;"TAIBA NDIAYE Pt";0
2008-04-01;"KAYAR PS7";0
2008-04-11;"THIAMBENE-TEUREUL";0
2008-04-11;"DGPZ120";0
2008-04-11;"DGPZ119";0
2008-04-11;"DGPZ118";0
2008-04-11;"DGPZ049";0
2008-04-11;"DGPZ045";0
2008-04-11;"DGPZ051";0
2008-04-11;"DGPZ114";0
2008-04-11;"DGPZ115";0
2008-04-11;"DGPZ046";0
2008-04-11;"DGPZ113";0
2008-04-11;"DGPZ116";0
2008-04-11;"DGPZ050";0
2008-04-11;"DGPZ110";0
2008-04-11;"DGPZ111";0
2008-04-11;"DGPZ042";0
2008-04-11;"DGPZ112";0
2008-04-11;"DGPZ038";0
2008-04-11;"DGPZ043";0
2008-04-11;"DGPZ109";0
2008-04-11;"DGPZ041";0
2008-04-11;"DGPZ039";0
2008-04-11;"DGPZ044";0
2008-04-11;"DGPZ040";0
2008-04-11;"DGPZ037";0
2008-04-11;"TAWA FALL";0
2008-04-11;"FASS BOYE Pz";0
2008-04-11;"SANTHIOU SINE ICS62";0
2008-04-11;"NDEUNE";0
2008-04-11;"TAIBA NDIAYE Pt";0
2008-04-11;"KAYAR PS7";0
2008-04-21;"THIAMBENE-TEUREUL";0
2008-04-21;"DGPZ120";0
2008-04-21;"DGPZ119";0
2008-04-21;"DGPZ118";0
2008-04-21;"DGPZ049";0
2008-04-21;"DGPZ045";0
2008-04-21;"DGPZ051";0
2008-04-21;"DGPZ114";0
2008-04-21;"DGPZ115";0
2008-04-21;"DGPZ046";0
2008-04-21;"DGPZ113";0
2008-04-21;"DGPZ116";0
2008-04-21;"DGPZ050";0
2008-04-21;"DGPZ110";0
2008-04-21;"DGPZ111";0
2008-04-21;"DGPZ042";0
2008-04-21;"DGPZ112";0
2008-04-21;"DGPZ038";0
2008-04-21;"DGPZ043";0
2008-04-21;"DGPZ109";0
2008-04-21;"DGPZ041";0
2008-04-21;"DGPZ039";0
2008-04-21;"DGPZ044";0
2008-04-21;"DGPZ040";0
2008-04-21;"DGPZ037";0
2008-04-21;"TAWA FALL";0
2008-04-21;"FASS BOYE Pz";0
2008-04-21;"SANTHIOU SINE ICS62";0
2008-04-21;"NDEUNE";0
2008-04-21;"TAIBA NDIAYE Pt";0
2008-04-21;"KAYAR PS7";0
2008-05-01;"THIAMBENE-TEUREUL";0
2008-05-01;"DGPZ120";0
2008-05-01;"DGPZ119";0
2008-05-01;"DGPZ118";0
2008-05-01;"DGPZ049";0
2008-05-01;"DGPZ045";0
2008-05-01;"DGPZ051";0
2008-05-01;"DGPZ114";0
2008-05-01;"DGPZ115";0
2008-05-01;"DGPZ046";0
2008-05-01;"DGPZ113";0
2008-05-01;"DGPZ116";0
2008-05-01;"DGPZ050";0
2008-05-01;"DGPZ110";0
2008-05-01;"DGPZ111";0
2008-05-01;"DGPZ042";0
2008-05-01;"DGPZ112";0
2008-05-01;"DGPZ038";0
2008-05-01;"DGPZ043";0
2008-05-01;"DGPZ109";0
2008-05-01;"DGPZ041";0
2008-05-01;"DGPZ039";0
2008-05-01;"DGPZ044";0
2008-05-01;"DGPZ040";0
2008-05-01;"DGPZ037";0
2008-05-01;"TAWA FALL";0
2008-05-01;"FASS BOYE Pz";0
2008-05-01;"SANTHIOU SINE ICS62";0
2008-05-01;"NDEUNE";0
2008-05-01;"TAIBA NDIAYE Pt";0
2008-05-01;"KAYAR PS7";0
2008-05-11;"THIAMBENE-TEUREUL";0
2008-05-11;"DGPZ120";0
2008-05-11;"DGPZ119";0
2008-05-11;"DGPZ118";0
2008-05-11;"DGPZ049";0
2008-05-11;"DGPZ045";0
2008-05-11;"DGPZ051";0
2008-05-11;"DGPZ114";0
2008-05-11;"DGPZ115";0
2008-05-11;"DGPZ046";0
2008-05-11;"DGPZ113";0
2008-05-11;"DGPZ116";0
2008-05-11;"DGPZ050";0
2008-05-11;"DGPZ110";0
2008-05-11;"DGPZ111";0
2008-05-11;"DGPZ042";0
2008-05-11;"DGPZ112";0
2008-05-11;"DGPZ038";0
2008-05-11;"DGPZ043";0
2008-05-11;"DGPZ109";0
2008-05-11;"DGPZ041";0
2008-05-11;"DGPZ039";0
2008-05-11;"DGPZ044";0
2008-05-11;"DGPZ040";0
2008-05-11;"DGPZ037";0
2008-05-11;"TAWA FALL";0
2008-05-11;"FASS BOYE Pz";0
2008-05-11;"SANTHIOU SINE ICS62";0
2008-05-11;"NDEUNE";0
2008-05-11;"TAIBA NDIAYE Pt";0
2008-05-11;"KAYAR PS7";0
2008-05-21;"THIAMBENE-TEUREUL";0
2008-05-21;"DGPZ120";0
2008-05-21;"DGPZ119";0
2008-05-21;"DGPZ118";0
2008-05-21;"DGPZ049";0
2008-05-21;"DGPZ045";0
2008-05-21;"DGPZ051";0
2008-05-21;"DGPZ114";0
2008-05-21;"DGPZ115";0
2008-05-21;"DGPZ046";0
2008-05-21;"DGPZ113";0
2008-05-21;"DGPZ116";0
2008-05-21;"DGPZ050";0
2008-05-21;"DGPZ110";0
2008-05-21;"DGPZ111";0
2008-05-21;"DGPZ042";0
2008-05-21;"DGPZ112";0
2008-05-21;"DGPZ038";0
2008-05-21;"DGPZ043";0
2008-05-21;"DGPZ109";0
2008-05-21;"DGPZ041";0
2008-05-21;"DGPZ039";0
2008-05-21;"DGPZ044";0
2008-05-21;"DGPZ040";0
2008-05-21;"DGPZ037";0
2008-05-21;"TAWA FALL";0
2008-05-21;"FASS BOYE Pz";0
2008-05-21;"SANTHIOU SINE ICS62";0
2008-05-21;"NDEUNE";0
2008-05-21;"TAIBA NDIAYE Pt";0
2008-05-21;"KAYAR PS7";0
2008-06-01;"THIAMBENE-TEUREUL";0
2008-06-01;"DGPZ120";0
2008-06-01;"DGPZ119";0
2008-06-01;"DGPZ118";0
2008-06-01;"DGPZ049";0
2008-06-01;"DGPZ045";0
2008-06-01;"DGPZ051";0
2008-06-01;"DGPZ114";0
2008-06-01;"DGPZ115";0
2008-06-01;"DGPZ046";0
2008-06-01;"DGPZ113";0
2008-06-01;"DGPZ116";0
2008-06-01;"DGPZ050";0
2008-06-01;"DGPZ110";0
2008-06-01;"DGPZ111";0
2008-06-01;"DGPZ042";0
2008-06-01;"DGPZ112";0
2008-06-01;"DGPZ038";0
2008-06-01;"DGPZ043";0
2008-06-01;"DGPZ109";0
2008-06-01;"DGPZ041";0
2008-06-01;"DGPZ039";0
2008-06-01;"DGPZ044";0
2008-06-01;"DGPZ040";0
2008-06-01;"DGPZ037";0
2008-06-01;"TAWA FALL";0
2008-06-01;"FASS BOYE Pz";0
2008-06-01;"SANTHIOU SINE ICS62";0
2008-06-01;"NDEUNE";0
2008-06-01;"TAIBA NDIAYE Pt";0
2008-06-01;"KAYAR PS7";0
2008-06-11;"THIAMBENE-TEUREUL";0
2008-06-11;"DGPZ120";0
2008-06-11;"DGPZ119";0
2008-06-11;"DGPZ118";0
2008-06-11;"DGPZ049";0
2008-06-11;"DGPZ045";0
2008-06-11;"DGPZ051";0
2008-06-11;"DGPZ114";0
2008-06-11;"DGPZ115";0
2008-06-11;"DGPZ046";0
2008-06-11;"DGPZ113";0
2008-06-11;"DGPZ116";0
2008-06-11;"DGPZ050";0
2008-06-11;"DGPZ110";0
2008-06-11;"DGPZ111";0
2008-06-11;"DGPZ042";0
2008-06-11;"DGPZ112";0
2008-06-11;"DGPZ038";0
2008-06-11;"DGPZ043";0
2008-06-11;"DGPZ109";0
2008-06-11;"DGPZ041";0
2008-06-11;"DGPZ039";0
2008-06-11;"DGPZ044";0
2008-06-11;"DGPZ040";0
2008-06-11;"DGPZ037";0
2008-06-11;"TAWA FALL";0
2008-06-11;"FASS BOYE Pz";0
2008-06-11;"SANTHIOU SINE ICS62";0
2008-06-11;"NDEUNE";0
2008-06-11;"TAIBA NDIAYE Pt";0
2008-06-11;"KAYAR PS7";0
2008-06-21;"THIAMBENE-TEUREUL";0
2008-06-21;"DGPZ120";0
2008-06-21;"DGPZ119";0
2008-06-21;"DGPZ118";0
2008-06-21;"DGPZ049";0
2008-06-21;"DGPZ045";0
2008-06-21;"DGPZ051";0
2008-06-21;"DGPZ114";0
2008-06-21;"DGPZ115";0
2008-06-21;"DGPZ046";0
2008-06-21;"DGPZ113";0
2008-06-21;"DGPZ116";0
2008-06-21;"DGPZ050";0
2008-06-21;"DGPZ110";0
2008-06-21;"DGPZ111";0
2008-06-21;"DGPZ042";0
2008-06-21;"DGPZ112";0
2008-06-21;"DGPZ038";0
2008-06-21;"DGPZ043";0
2008-06-21;"DGPZ109";0
2008-06-21;"DGPZ041";0
2008-06-21;"DGPZ039";0
2008-06-21;"DGPZ044";0
2008-06-21;"DGPZ040";0
2008-06-21;"DGPZ037";0
2008-06-21;"TAWA FALL";0
2008-06-21;"FASS BOYE Pz";0
2008-06-21;"SANTHIOU SINE ICS62";0
2008-06-21;"NDEUNE";0
2008-06-21;"TAIBA NDIAYE Pt";0
2008-06-21;"KAYAR PS7";0
2008-07-01;"THIAMBENE-TEUREUL";0
2008-07-01;"DGPZ120";1,972
2008-07-01;"DGPZ119";3,031
2008-07-01;"DGPZ118";3,96
2008-07-01;"DGPZ049";2,867
2008-07-01;"DGPZ045";2,446
2008-07-01;"DGPZ051";4,34
2008-07-01;"DGPZ114";1,809
2008-07-01;"DGPZ115";2,53
2008-07-01;"DGPZ046";3,869
2008-07-01;"DGPZ113";2,768
2008-07-01;"DGPZ116";3,515
2008-07-01;"DGPZ050";5,1
2008-07-01;"DGPZ110";2,027
2008-07-01;"DGPZ111";2,263
2008-07-01;"DGPZ042";4,004
2008-07-01;"DGPZ112";3,256
2008-07-01;"DGPZ038";3,688
2008-07-01;"DGPZ043";5,085
2008-07-01;"DGPZ109";2,799
2008-07-01;"DGPZ041";4,975
2008-07-01;"DGPZ039";5,094
2008-07-01;"DGPZ044";5,821
2008-07-01;"DGPZ040";5,615
2008-07-01;"DGPZ037";5,544
2008-07-01;"TAWA FALL";0
2008-07-01;"FASS BOYE Pz";0
2008-07-01;"SANTHIOU SINE ICS62";16,21
2008-07-01;"NDEUNE";0
2008-07-01;"TAIBA NDIAYE Pt";0
2008-07-01;"KAYAR PS7";0,04
