"";"producteur_ID";"saison";"culture_label.x";"sup_emblavee_ha";"quant_semence_kg";"quant_uree_kg";"quant_npk_kg";"capital";"cluster";"suptotculmen";"capital_spatialise";"quant_eau";"eau_culture";"cumul_superficie";"surf_verger";"pourcent_emblavee";"sup_non_ajust";"production_kg";"prix_kg_semence";"prix_kg_npk";"prix_kg_uree";"qte_kg_engrais_org";"prix_kg_engrais_org";"qte_kg_insect";"prix_insect";"qte_kg_fong";"prix_fong";"qte_kg_herb";"prix_herb";"charges_tot";"charge_transport_semence";"charge_transport_engrais";"autres_charges_intr";"prix_vente_indiv";"quant_vend_indiv";"cout_sac";"cout_for_sac";"cout_transport";"cout_stockage";"quant_stockage";"estim_depense_non_alimen";"culture_label.y";"cout_eau_irrig";"cout_carbur_irrig";"cout_elect_irrig";"depense_achat_alimen";"rev_tot_elev";"montant_transfert";"montant_rev_nonagri"
"171";2091;"csf";"tomate";0,8;0,2;50;0;4;3;3,7;1443000;81,58;11,8;2,3;1,4;34,78;0,8;1750;NA;NA;240;NA;NA;25;4000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2500;"1_3_6";NA;70000;NA;39000;225000;NA;NA
"172";2091;"csf";"oignon";1;1;150;0;4;3;3,7;1443000;81,58;22,98;2,3;1,4;43,48;1;2500;NA;NA;240;NA;NA;9;6000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3000;"1_3_6";NA;70000;NA;39000;225000;NA;NA
"173";2091;"csf";"carotte";0,5;1,6;50;0;4;3;3,7;1443000;81,58;26,96;2,3;1,4;21,74;0,5;2000;NA;NA;240;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1_3_6";NA;70000;NA;39000;225000;NA;NA
"174";2095;"csc";"pomme_de_terre";1;250;0;250;9;3;4,25;3948000;359,89;63,9;2;2,25;50;1;8250;NA;240;NA;4000;400;2;3500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"9_12_18";NA;770000;NA;148250;NA;3e+05;NA
"175";2095;"csc";"chou";1;0,5;250;0;9;3;4,25;3948000;359,89;68,07;2;2,25;50;1;8800;NA;NA;240;2000;400;1;7000;NA;NA;1;7000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25500;"9_12_18";NA;770000;NA;148250;NA;3e+05;NA
"176";2095;"csf";"aubergine_amere";1;0,4;300;0;9;3;4,25;3948000;264,22;92,65;2,25;2;44,44;1;12180;NA;NA;240;2100;400;5;1400;NA;NA;1;4000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5000;"9_12_18";NA;770000;NA;148250;NA;3e+05;NA
"177";2095;"csf";"piment";0,25;0,1;50;175;9;3;4,25;3948000;264,22;24,71;2,25;2;11,11;0,25;3150;NA;240;240;2500;400;10;7000;NA;NA;1;4000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4000;"9_12_18";NA;770000;NA;148250;NA;3e+05;NA
"178";2095;"csf";"chou";1;0,75;150;0;9;3;4,25;3948000;264,22;49,97;2,25;2;44,44;1;9000;NA;NA;240;NA;NA;3;2333,33325195312;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25500;"9_12_18";NA;770000;NA;148250;NA;3e+05;NA
"179";2099;"csc";"tomate";1;0,5;50;100;4;3;3;127000;101,15;24,58;1;2;100;1;4320;NA;260;320;400;188;1;9000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21000;"1";NA;105000;NA;109800;350000;NA;3e+05
"180";2099;"csf";"oignon";2;4,93;50;150;4;3;3;127000;81,58;61,75;2;1;100;2;6750;NA;260;320;500;188;1;9000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;33000;"1";NA;105000;NA;109800;350000;NA;3e+05
"181";2102;"csc";"pomme_de_terre";2;150;0;30;9;3;14;0;109,84;14,53;7;7;28,57;2;10000;NA;267;NA;NA;NA;15;5000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1_2_3";NA;170000;NA;145000;NA;NA;NA
"182";2102;"csc";"chou";2;1,5;0;20;9;3;14;0;109,84;15,48;7;7;28,57;2;6000;NA;400;NA;NA;NA;10;7000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1_2_3";NA;170000;NA;145000;NA;NA;NA
"183";2102;"csc";"oignon";3;7,39;0;2100;9;3;14;0;109,84;26,89;7;7;42,86;3;66000;NA;160;NA;NA;NA;20;7000;NA;NA;15;7000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10000;"1_2_3";NA;170000;NA;145000;NA;NA;NA
"184";2102;"csf";"tomate";2;1,5;0;20;9;3;14;0;88,1;9,23;7;7;28,57;2;8000;NA;400;NA;NA;NA;5;1200;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1_2_3";NA;170000;NA;145000;NA;NA;NA
"185";2102;"csf";"pomme_de_terre";2;150;0;20;9;3;14;0;88,1;11,66;7;7;28,57;2;6000;NA;400;NA;NA;NA;9;3000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1_2_3";NA;170000;NA;145000;NA;NA;NA
"186";2102;"csf";"oignon";3;7,39;0;1500;9;3;14;0;88,1;21,57;7;7;42,86;3;25150;NA;160;NA;NA;NA;5;1400;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10000;"1_2_3";NA;170000;NA;145000;NA;NA;NA
"187";2105;"csc";"chou";1,5;1;100;150;1;3;6;2782000;146,81;35,94;3;3;50;1,5;10800;NA;255;255;4500;400;5;2200;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5000;"1_2_9";NA;294000;NA;190500;NA;NA;NA
"188";2105;"csc";"oignon";1;1,5;100;100;1;3;6;2782000;146,81;27,75;3;3;33,33;1;4000;NA;255;255;1200;400;1;10000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1_2_9";NA;294000;NA;190500;NA;NA;NA
"189";2105;"csc";"tomate";0,5;0,8;100;100;1;3;6;2782000;146,81;8,91;3;3;16,67;0,5;6000;NA;255;255;2000;400;1;10000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11000;"1_2_9";NA;294000;NA;190500;NA;NA;NA
"190";2105;"csf";"chou";1;1;150;100;1;3;6;2782000;212,04;34,61;3;3;33,33;1;15000;NA;255;255;1600;400;2;10000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5000;"1_2_9";NA;294000;NA;190500;NA;NA;NA
"191";2105;"csf";"oignon";1;3;50;50;1;3;6;2782000;212,04;40,08;3;3;33,33;1;5000;NA;255;255;2400;400;5;10000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1_2_9";NA;294000;NA;190500;NA;NA;NA
"192";2105;"csf";"pomme_de_terre";1;250;50;300;1;3;6;2782000;212,04;32,49;3;3;33,33;1;5000;NA;255;255;1200;400;2;10000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8000;"1_2_9";NA;294000;NA;190500;NA;NA;NA
"193";2109;"csf";"pomme_de_terre";2;555,56;250;300;4;3;2;0;114,19;114,19;2;0;100;2;18250;NA;250;250;10000;400;6;2000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;24500;"2";NA;NA;NA;91500;NA;NA;NA
"194";2112;"csc";"chou";3;1;500;400;4;3;8;0;153,33;68,15;3;5;100;3;12000;NA;250;250;12000;400;10;1100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17500;"2_3_9";NA;315000;NA;143000;NA;NA;NA
"195";2112;"csf";"tomate";0,5;0,4;250;350;4;3;8;0;196,38;10,82;4;4;12,5;0,5;2275;NA;250;250;5000;400;8;1500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5000;"2_3_9";NA;315000;NA;143000;NA;NA;NA
"196";2112;"csf";"chou";1,5;0,8;500;400;4;3;8;0;196,38;43,65;4;4;37,5;1,5;9000;NA;250;250;12000;400;8;1500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17500;"2_3_9";NA;315000;NA;143000;NA;NA;NA
"197";2112;"csf";"pomme_de_terre";2;200;300;400;4;3;8;0;196,38;54,63;4;4;50;2;8000;NA;250;250;12000;400;5;2400;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10000;"2_3_9";NA;315000;NA;143000;NA;NA;NA
"198";2113;"csc";"carotte";0,77;1;100;50;0;3;1,32;497000;125,06;86,49;0,77;0,55;100;0,77;10500;NA;250;250;600;188;NA;NA;NA;NA;3;1500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"12";NA;160000;NA;60925;NA;NA;NA
"199";2113;"csf";"aubergine_amere";0,5;0,4;100;100;0;3;1,32;497000;76,36;23,55;0,5;0,82;100;0,5;5500;NA;250;250;800;188;3;6000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3000;"12";NA;160000;NA;60925;NA;NA;NA
"200";2114;"csc";"chou";1;0,75;50;100;0;3;2;879000;72,88;43,22;1;1;100;1;2500;NA;300;240;NA;NA;5;3000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5000;"1_3_other";NA;42000;NA;26000;NA;NA;NA
"201";2114;"csf";"oignon";0,4;0,5;100;100;0;3;2;879000;71,14;19,54;0,7;1,3;57,14;0,4;1500;NA;300;480;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4500;"1_3_other";NA;42000;NA;26000;NA;NA;NA
"202";2114;"csf";"tomate";0,3;0,1;50;50;0;3;2;879000;71,14;9,41;0,7;1,3;42,86;0,3;2400;NA;150;240;NA;NA;5;3000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1_3_other";NA;42000;NA;26000;NA;NA;NA
"203";2115;"csc";"piment";0,5;0,67;0;4;1;1;1,5;0;142,46;55,1;0,5;1;100;0,5;5600;NA;250;NA;NA;NA;3;3000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;29000;"1_18";NA;240000;NA;13500;NA;NA;NA
"204";2115;"csf";"piment";0,5;0,67;0;4;1;1;1,5;0;120,71;46,69;1;0,5;50;0,5;7000;NA;250;NA;NA;NA;2;7000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;29000;"1_18";NA;240000;NA;13500;NA;NA;NA
"205";2115;"csf";"oignon";0,5;0,5;0;4;1;1;1,5;0;120,71;27,34;1;0,5;50;0,5;7200;NA;250;NA;NA;NA;2;3000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7000;"1_18";NA;240000;NA;13500;NA;NA;NA
"206";2117;"csc";"chou";0,5;0,9;50;100;0;2;1;0;77,23;35,79;0,5;0,5;100;0,5;2500;NA;200;220;NA;NA;3;4500;3;5250;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14000;"1";NA;55000;NA;106500;NA;NA;NA
"207";2117;"csf";"oignon";0,5;0,5;50;150;0;2;1;0;68,53;36,78;0,5;0,5;100;0,5;4000;NA;200;220;NA;NA;3;2333,33325195312;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2000;"1";NA;55000;NA;106500;NA;NA;NA
"208";2122;"csf";"aubergine_amere";0,11;0,2;40;25;0;2;0,22;458500;97,23;48,62;0,07;0,07;100;0,07;1375;NA;300;300;160;188;1;6000;NA;NA;1;6000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;22000;"11_12_26";NA;NA;NA;93700;NA;NA;NA
"209";2123;"csf";"chou";0,5;0,2;50;100;1;4;1;415000;65,92;48,06;0,5;0,5;100;0,5;1599;NA;250;250;NA;NA;5;2666,66674804688;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3000;"9";NA;NA;31500;27000;NA;1950000;NA
"210";2126;"csc";"piment";0,43;4;298;298;0;3;1,92;0;72,88;16,92;0,43;1,5;100;0,43;2975;NA;250;250;4251;188;25;10000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;19000;"11";NA;20000;NA;150700;NA;NA;NA
"211";2127;"csc";"tomate";0,6;0,43;50;50;4;4;2,4;647500;70,71;15,35;1,2;1,2;50;0,6;900;NA;240;200;NA;NA;11;5833,33349609375;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4000;"2_3";NA;35000;NA;26000;NA;1200000;750000
"212";2127;"csc";"chou";0,6;0,2;50;50;4;4;2,4;647500;70,71;20,64;1,2;1,2;50;0,6;1250;NA;240;200;NA;NA;7;5000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17000;"2_3";NA;35000;NA;26000;NA;1200000;750000
"213";2127;"csf";"tomate";0,6;0,15;50;50;4;4;2,4;647500;65,92;14,31;1,2;1,2;50;0,6;900;NA;240;200;NA;NA;9;6000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4000;"2_3";NA;35000;NA;26000;NA;1200000;750000
"214";2127;"csf";"pomme_de_terre";0,6;175;0;150;4;4;2,4;647500;65,92;18,06;1,2;1,2;50;0,6;1750;NA;200;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2500;"2_3";NA;35000;NA;26000;NA;1200000;750000
"215";2131;"csc";"oignon";0,4;2;50;250;1;4;0,48;420600;98,97;98,97;0,4;0,08;100;0,4;3000;NA;240;200;NA;NA;7;5000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1500;"";NA;105000;NA;13000;NA;2300000;NA
"216";2132;"csf";"chou";0,25;0,3;150;100;1;2;0,5;398500;65,92;65,92;0,25;0,25;100;0,25;4000;NA;280;347;NA;NA;1;9000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3500;"9_other";NA;NA;NA;26000;NA;NA;NA
"217";2133;"csc";"oignon";2;4,93;50;100;9;4;4;106000;98,97;49,49;2;2;100;2;4500;NA;250;260;2000;188;2;4000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;38000;"1";NA;120000;NA;171000;4e+05;NA;3e+05
"218";2133;"csf";"oignon";2;4,93;50;100;9;4;4;106000;81,58;40,79;2;2;100;2;4500;NA;250;260;1750;188;2;4000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;38000;"1";NA;120000;NA;171000;4e+05;NA;3e+05
"219";2134;"csc";"oignon";12,12;29,85;200;100;9;3;12,44;0;194,64;191,91;12,12;0,32;100;12,12;121200;NA;250;250;4500;188;2;3500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2000;"9_other";NA;384000;NA;93400;NA;NA;NA
"220";2134;"csf";"chou";0,2;0,3;100;50;9;3;12,44;0;118,11;1,66;0,2;12,24;100;0,2;6435;NA;250;125;1500;188;2,5;3500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"9_other";NA;384000;NA;93400;NA;NA;NA
"221";2140;"csc";"chou";0,15;0,1;20;0;0;2;0,62;356000;97,23;21,73;0,15;0,47;100;0,15;1390;NA;NA;300;NA;NA;1;4000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1_other";NA;115200;NA;112500;NA;NA;NA
"222";2140;"csf";"oignon";0,45;1;75;0;0;2;0,62;356000;97,23;75,5;0,45;0,17;100;0,45;4500;NA;NA;375;800;188;3;5625;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;750;"1_other";NA;115200;NA;112500;NA;NA;NA
"223";2141;"csc";"carotte";1;3,2;125;75;0;2;3,5;622500;142,46;64,95;1,5;2;66,67;1;8000;NA;260;240;400;400;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;260000;NA;68250;NA;NA;NA
"224";2141;"csc";"aubergine_amere";0,5;0,4;125;75;0;2;3,5;622500;142,46;22,16;1,5;2;33,33;0,5;18900;NA;260;240;400;400;NA;NA;1;10000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10000;"1";NA;260000;NA;68250;NA;NA;NA
"225";2141;"csf";"oignon";2;2,5;250;150;0;2;3,5;622500;107,67;41,84;2;1,5;100;2;7920;NA;260;240;800;188;6;8000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;260000;NA;68250;NA;NA;NA
"226";2152;"csc";"carotte";0,75;1,6;500;0;9;3;5,25;3562000;185,94;37,7;0,75;4,5;100;0,75;8400;NA;NA;260;NA;NA;NA;NA;NA;NA;4;1750;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25000;"1_6_9";NA;315000;NA;145150;NA;8e+05;5e+05
"227";2152;"csf";"oignon";0,5;1,5;250;0;9;3;5,25;3562000;368,59;21,23;4,5;0,75;11,11;0,5;7305,39990234375;NA;NA;260;4000;400;NA;NA;NA;NA;1;7000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1_6_9";NA;315000;NA;145150;NA;8e+05;5e+05
"228";2152;"csf";"carotte";2;2,8;500;500;9;3;5,25;3562000;368,59;199,29;4,5;0,75;44,44;2;24000;NA;240;260;8000;400;NA;NA;NA;NA;3;2333,33325195312;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25000;"1_6_9";NA;315000;NA;145150;NA;8e+05;5e+05
"229";2152;"csf";"chou";2;2;500;0;9;3;5,25;3562000;368,59;73,34;4,5;0,75;44,44;2;42500;NA;NA;260;8000;400;8;7000;NA;NA;4;1750;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25000;"1_6_9";NA;315000;NA;145150;NA;8e+05;5e+05
"230";2153;"csc";"chou";1,5;0,6;200;200;4;3;4;0;133,76;54,85;1,5;2,5;100;1,5;5400;NA;250;250;1000;400;5;2200;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2800;"1_9";NA;216000;NA;55100;NA;1e+05;NA
"231";2153;"csf";"oignon";1;2,5;100;150;4;3;4;0;114,19;36,15;2;2;50;1;4000;NA;250;250;2000;400;2;5500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5000;"1_9";NA;216000;NA;55100;NA;1e+05;NA
"232";2153;"csf";"chou";1;0,4;100;150;4;3;4;0;114,19;31,22;2;2;50;1;3600;NA;250;250;1200;400;4;2750;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2800;"1_9";NA;216000;NA;55100;NA;1e+05;NA
"233";2161;"csc";"chou";0,5;0,4;50;100;1;3;1;0;94,62;43,85;0,5;0,5;100;0,5;4000;NA;200;260;NA;NA;2;3000;1;5000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5000;"1";NA;99000;NA;50300;NA;NA;NA
"234";2161;"csf";"oignon";0,5;0,5;50;100;1;3;1;0;84,19;45,18;0,5;0,5;100;0,5;5000;NA;180;240;NA;NA;2;3500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20000;"1";NA;99000;NA;50300;NA;NA;NA
"235";2165;"csf";"oignon";5,5;15;2000;0;4;1;5,5;530000;556,45;556,45;5,5;0;100;5,5;50000;NA;NA;240;NA;NA;40;7000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3400;"1";NA;NA;NA;33600;NA;NA;NA
"236";2167;"csc";"tomate";1,33;0,75;300;150;9;1;4;150000;85,93;12,3;1;2;100;1;4800;NA;300;280;5000;280;5;1200;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4500;"3_11";NA;98000;NA;189675;NA;NA;NA
"237";2167;"csf";"tomate";1,33;0,75;300;150;9;1;4;150000;76,36;10,93;1;2;100;1;6000;NA;300;280;5000;280;5;1200;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4500;"3_11";NA;98000;NA;189675;NA;NA;NA
"238";2169;"csc";"tomate";0,27;0,2;175;175;81;3;11,58;0;1577,52;22,65;0,25;10,58;100;0,25;1500;NA;240;240;NA;NA;1;7500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7000;"1_9";NA;3850000;NA;136450;350000;NA;2e+05
"239";2169;"csf";"oignon";5,02;12,36;200;3514;81;3;11,58;0;1307,9;587,35;10,58;1;47,47;5,02;50200;NA;240;240;7500;400;10;7500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;18000;"1_9";NA;3850000;NA;136450;350000;NA;2e+05
"240";2169;"csf";"chou";5,56;2;750;3889;81;3;11,58;0;1307,9;561,28;10,58;1;52,53;5,56;50000;NA;240;240;5000;400;3;2500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15000;"1_9";NA;3850000;NA;136450;350000;NA;2e+05
"241";2173;"csc";"tomate";0,5;0,2;0;100;0;1;1;398000;88,1;37,57;0,5;0,5;100;0,5;2700;NA;270;NA;NA;NA;2;4000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;26000;"9";NA;105000;NA;22000;NA;250000;NA
"242";2173;"csf";"chou";0,5;0,2;0;0;0;1;1;398000;71,14;40,8;0,5;0,5;100;0,5;7500;NA;NA;NA;1250;500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;51500;"9";NA;105000;NA;22000;NA;250000;NA
"243";2175;"csc";"chou";0,33;0,2;100;0;0;4;0,33;546000;77,23;77,23;0,33;0;100;0,33;3000;NA;NA;480;NA;NA;1;7000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;80000;"";NA;70000;NA;26000;450000;1150000;650000
"244";2177;"csc";"chou";3;1;300;400;4;3;6;1217000;153,33;72,83;3;3;100;3;15000;NA;250;250;12000;400;10;1100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;18000;"1_9";NA;315000;NA;186500;NA;NA;NA
"245";2177;"csf";"chou";1;0,5;250;250;4;3;6;1217000;125,93;19,94;3;3;33,33;1;9000;NA;250;250;8000;400;7;1714,28576660156;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;18000;"1_9";NA;315000;NA;186500;NA;NA;NA
"246";2177;"csf";"oignon";2;5;250;300;4;3;6;1217000;125,93;46,18;3;3;66,67;2;7140;NA;250;250;8000;400;8;1375;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13500;"1_9";NA;315000;NA;186500;NA;NA;NA
"247";2180;"csc";"oignon";0,5;0,5;100;150;1;3;1;0;72,88;40,25;0,5;0,5;100;0,5;17600;NA;200;220;NA;NA;3;2000;1;6000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5000;"2";NA;48000;NA;61500;NA;NA;NA
"248";2180;"csf";"pomme_de_terre";0,5;500;50;100;1;3;1;0;65,92;29,51;0,5;0,5;100;0,5;6000;NA;200;200;NA;NA;2;3500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3000;"2";NA;48000;NA;61500;NA;NA;NA
"249";2182;"csc";"oignon";1,5;3,69;150;200;4;3;4;1060000;109,84;54,92;1,5;2,5;100;1,5;4500;NA;240;240;1250;188;11;8000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8000;"1_other";NA;150000;NA;117900;75000;NA;NA
"250";2182;"csf";"oignon";1,5;3,69;200;200;4;3;4;1060000;88,1;44,05;1,5;2,5;100;1,5;4500;NA;240;260;1500;188;10;4800;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8000;"1_other";NA;150000;NA;117900;75000;NA;NA
"251";2184;"csf";"oignon";1;4;50;0;1;2;1;1625000;58,09;58,09;1;0;100;1;450;NA;NA;240;NA;NA;3;3000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;28500;"1";NA;NA;NA;187600;NA;NA;NA
"252";2186;"csc";"carotte";0,75;3,2;150;350;9;3;2,75;2582660;185,94;61,3;0,75;2;100;0,75;6000;NA;240;270;NA;NA;NA;NA;NA;NA;6;1500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;23000;"6_9_11";NA;345000;NA;135800;350000;NA;NA
"253";2186;"csf";"chou";0,61;0,5;50;50;9;3;2,75;2582660;238,13;19,26;1,5;0,75;33,33;0,5;3000;NA;240;270;3500;400;10;7000;NA;NA;1;7000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;48000;"6_9_11";NA;345000;NA;135800;350000;NA;NA
"254";2186;"csf";"carotte";1,22;4;400;400;9;3;2,75;2582660;238,13;104,67;1,5;0,75;66,67;1;20800;NA;240;270;7000;400;10;7000;NA;NA;20;1500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;23000;"6_9_11";NA;345000;NA;135800;350000;NA;NA
"255";2190;"csc";"chou";2,5;1;250;250;0;3;8;1255500;486;172,1;2,5;5,5;100;2,5;36000;NA;250;250;4000;400;8;1500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6000;"1_3_9";NA;1386000;NA;306600;NA;NA;NA
"256";2190;"csf";"oignon";2;3;100;150;0;3;8;1255500;744,31;244,2;4,5;3,5;44,44;2;5000;NA;250;250;4000;400;5;2400;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25000;"1_3_9";NA;1386000;NA;306600;NA;NA;NA
"257";2190;"csf";"chou";1,5;1;200;200;0;3;8;1255500;744,31;158,15;4,5;3,5;33,33;1,5;24000;NA;250;250;4000;400;5;2200;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6000;"1_3_9";NA;1386000;NA;306600;NA;NA;NA
"258";2190;"csf";"tomate";1;0,3;150;150;0;3;8;1255500;744,31;78,4;4,5;3,5;22,22;1;7000;NA;250;250;4000;400;5;2200;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5000;"1_3_9";NA;1386000;NA;306600;NA;NA;NA
"259";2191;"csc";"pomme_de_terre";0,16;50;50;50;0;2;1,16;833700;98,97;7,41;0,41;0,75;39,02;0,16;650;NA;250;250;210;188;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8000;"9_11";NA;1e+05;NA;103000;NA;NA;NA
