"";"producteur_ID";"saison";"culture_label.x";"sup_emblavee_ha";"quant_semence_kg";"quant_uree_kg";"quant_npk_kg";"capital";"cluster";"suptotculmen";"capital_spatialise";"quant_eau";"eau_culture";"cumul_superficie";"surf_verger";"pourcent_emblavee";"sup_non_ajust";"production_kg";"prix_kg_semence";"prix_kg_npk";"prix_kg_uree";"qte_kg_engrais_org";"prix_kg_engrais_org";"qte_kg_insect";"prix_insect";"qte_kg_fong";"prix_fong";"qte_kg_herb";"prix_herb";"charges_tot";"charge_transport_semence";"charge_transport_engrais";"autres_charges_intr";"prix_vente_indiv";"quant_vend_indiv";"cout_sac";"cout_for_sac";"cout_transport";"cout_stockage";"quant_stockage";"estim_depense_non_alimen";"culture_label.y";"cout_eau_irrig";"cout_carbur_irrig";"cout_elect_irrig";"depense_achat_alimen";"rev_tot_elev";"montant_transfert";"montant_rev_nonagri"
"83";1895;"csf";"chou";0,5;0,4;200;0;4;3;1,6;1254000;107,67;39,24;1;0,6;50;0,5;5000;NA;NA;240;NA;NA;9;6000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5000;"3_9_other";NA;3e+05;NA;39000;NA;9e+05;NA
"84";1897;"csc";"chou";2;1,2;400;500;0;4;2;0;192,47;192,47;2;0;100;2;9600;NA;250;250;12000;400;10;1200;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;65000;"";NA;441000;NA;192000;NA;1700000;NA
"85";1908;"csf";"chou";0,75;0,56;525;0;1;1;1;913000;62,01;62,01;0,75;0,25;100;0,75;24000;NA;NA;240;NA;NA;10;6000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8500;"9";NA;NA;NA;140150;4e+05;NA;3e+05
"86";1913;"csc";"oignon";1,5;2,5;200;0;4;3;3;886000;98,97;49,49;1,5;1,5;100;1,5;5400;NA;NA;270;200;188;2;4000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;67500;"1";NA;120000;NA;225000;NA;NA;850000
"87";1913;"csf";"oignon";1,5;2,5;200;0;4;3;3;886000;88,1;44,05;1,5;1,5;100;1,5;5400;NA;NA;270;150;188;2;4000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;67500;"1";NA;120000;NA;225000;NA;NA;850000
"88";1925;"csc";"chou";0,25;0,3;25;0;1;4;1,5;781500;57,66;12,65;0,5;1;50;0,25;1250;NA;NA;220;NA;NA;1;1500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2";NA;120000;NA;26000;NA;2e+06;NA
"89";1925;"csc";"tomate";0,25;0,6;50;0;1;4;1,5;781500;57,66;9,4;0,5;1;50;0,25;2000;NA;NA;220;NA;NA;1;1500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"2";NA;120000;NA;26000;NA;2e+06;NA
"90";1925;"csf";"pomme_de_terre";0,75;208,33;50;200;1;4;1,5;781500;65,92;40,71;0,75;0,75;100;0,75;3000;NA;220;220;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7000;"2";NA;120000;NA;26000;NA;2e+06;NA
"91";1934;"csc";"chou";1;1,2;150;150;16;3;2,3;0;207,69;88,07;1;1,3;100;1;10000;NA;230;230;NA;NA;16;7000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6000;"1_9_other";NA;350000;NA;26000;NA;1100000;NA
"92";1934;"csf";"oignon";1;2;150;200;16;3;2,3;0;159,85;78,51;1,2;1,1;83,33;1;15000;NA;220;240;NA;NA;100;8000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2500;"1_9_other";NA;350000;NA;26000;NA;1100000;NA
"93";1934;"csf";"chou";0,2;0,4;50;50;16;3;2,3;0;159,85;13,56;1,2;1,1;16,67;0,2;2500;NA;230;240;NA;NA;4;7000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6000;"1_9_other";NA;350000;NA;26000;NA;1100000;NA
"94";1936;"csf";"oignon";1;1;500;700;9;1;10;180000;104,41;104,41;1;9;100;1;7500;NA;250;250;NA;NA;3;6000;NA;NA;7;6000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10000;"1";NA;225000;NA;NA;NA;NA;NA
"95";1939;"csf";"piment";0,23;0,3;100;50;1;1;1,23;0;75,05;75,05;0,23;1;100;0,23;1600;NA;250;250;NA;NA;1;6000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10000;"18";NA;75000;NA;NA;NA;NA;NA
"96";1940;"csc";"chou";1,5;0,5;250;250;1;3;2;0;172,9;172,9;1,5;0,5;100;1,5;6000;NA;250;250;4000;400;8;1375;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;31000;"";NA;324000;NA;362000;NA;NA;NA
"97";1967;"csc";"tomate";0,54;0,38;0;0;4;1;0,92;234500;77,23;40,16;0,54;0,38;100;0,54;4500;NA;NA;NA;320;400;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1_9_14_26";NA;515;NA;49200;NA;NA;NA
"98";1967;"csf";"oignon";0,08;0,2;0;0;4;1;0,92;234500;68,53;8,29;0,36;0,57;22,54;0,08;1908;NA;NA;NA;400;400;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;37000;"1_9_14_26";NA;515;NA;49200;NA;NA;NA
"99";1967;"csf";"chou";0,28;0,5;0;0;4;1;0,92;234500;68,53;24,6;0,36;0,57;77,46;0,28;2475;NA;NA;NA;240;400;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;24250;"1_9_14_26";NA;515;NA;49200;NA;NA;NA
"100";1972;"csc";"chou";4,67;3,5;150;0;1;3;6,17;0;272,92;209,66;5,17;1;90,32;4,67;42000;NA;NA;240;5600;400;3;2333,33325195312;NA;NA;1;6000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25000;"2";NA;550000;NA;109050;NA;NA;NA
"101";1972;"csc";"pomme_de_terre";0,5;500;50;200;1;3;6,17;0;272,92;21,09;5,17;1;9,68;0,5;5502;NA;220;240;2400;400;NA;NA;NA;NA;1;7000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;57500;"2";NA;550000;NA;109050;NA;NA;NA
"102";1972;"csf";"pomme_de_terre";1;277,78;150;400;1;3;6,17;0;185,94;28,73;1;5,17;100;1;16602;NA;220;240;10000;400;2;3500;NA;NA;2;7000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;57500;"2";NA;550000;NA;109050;NA;NA;NA
"103";1974;"csc";"chou";3;1;300;350;0;3;6;1070000;270,74;136,77;3;3;100;3;48000;NA;250;250;4000;400;10;1100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;19000;"2_9";NA;693000;NA;171250;NA;NA;NA
"104";1974;"csf";"chou";2;0,8;250;250;0;3;6;1070000;270,74;91,18;3;3;66,67;2;30000;NA;250;250;4000;400;8;1375;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;19000;"2_9";NA;693000;NA;171250;NA;NA;NA
"105";1974;"csf";"pomme_de_terre";1;100;150;200;0;3;6;1070000;270,74;42,8;3;3;33,33;1;5000;NA;250;250;2000;400;4;3000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5000;"2_9";NA;693000;NA;171250;NA;NA;NA
"106";1975;"csf";"pomme_de_terre";0,5;150;0;1;1;1;0,5;260000;99,32;99,32;0,5;0;100;0,5;6075;NA;250;NA;NA;NA;4;3500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;88000;"2";NA;NA;NA;15000;NA;2e+05;NA
"107";1980;"csc";"aubergine_amere";0,05;0,05;25;0;0;2;0,65;0;137,02;13,43;0,35;0,3;13,65;0,05;420;NA;NA;300;400;188;3;1000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13740;"18";NA;187500;NA;172500;NA;NA;NA
"108";1980;"csc";"tomate";0,3;0,1;20;0;0;2;0,65;0;137,02;34,06;0,35;0,3;86,35;0,3;2550;NA;NA;300;600;188;4;1000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15000;"18";NA;187500;NA;172500;NA;NA;NA
"109";1980;"csf";"piment";0,3;0,4;70;0;0;2;0,65;0;59,66;38,98;0,3;0,35;100;0,3;2100;NA;NA;300;400;188;5;1000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3200;"18";NA;187500;NA;172500;NA;NA;NA
"110";1989;"csc";"chou";0,31;0,4;25;50;1;3;1,25;0;77,23;12,64;0,25;0,75;100;0,25;2500;NA;200;120;NA;NA;1;7000;1;5000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15000;"1_2";NA;55000;NA;69500;NA;150000;NA
"111";1989;"csf";"oignon";0,5;0,5;50;100;1;3;1,25;0;71,14;26,97;0,75;0,5;66,67;0,5;5500;NA;200;240;NA;NA;2;3250;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1_2";NA;55000;NA;69500;NA;150000;NA
"112";1989;"csf";"pomme_de_terre";0,25;250;50;100;1;3;1,25;0;71,14;10,93;0,75;0,5;33,33;0,25;2600;NA;200;240;NA;NA;2;3000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5000;"1_2";NA;55000;NA;69500;NA;150000;NA
"113";1995;"csc";"chou";0,5;0,5;100;100;1;1;2;361250;164,2;40,69;0,5;1,5;100;0,5;8000;NA;240;240;NA;NA;3;2333,33325195312;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12500;"1_2";NA;250000;NA;147500;150000;NA;3e+05
"114";1995;"csf";"oignon";0,5;3;200;100;1;1;2;361250;144,2;41,38;1,5;0,5;33,33;0,5;7500;NA;240;240;NA;NA;4;1750;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12500;"1_2";NA;250000;NA;147500;150000;NA;3e+05
"115";1995;"csf";"pomme_de_terre";1;277,78;100;150;1;1;2;361250;144,2;67,09;1,5;0,5;66,67;1;6384;NA;240;240;NA;NA;3;2333,33325195312;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10000;"1_2";NA;250000;NA;147500;150000;NA;3e+05
"116";1996;"csc";"aubergine_amere";0,5;0,5;0;100;1;1;2;460000;68,53;28,53;1;1;50;0,5;3240;NA;280;NA;NA;NA;1;7000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;18000;"9_16";NA;42000;NA;13000;NA;NA;NA
"117";1996;"csc";"chou";0,5;0,38;0;50;1;1;2;460000;68,53;15,39;1;1;50;0,5;3000;NA;280;NA;750;300;1;6000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;23000;"9_16";NA;42000;NA;13000;NA;NA;NA
"118";1996;"csf";"chou";0,8;0,45;0;50;1;1;2;460000;71,14;25,56;0,8;1,2;100;0,8;5400;NA;280;NA;2000;400;1;7000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;23000;"9_16";NA;42000;NA;13000;NA;NA;NA
"119";1998;"csc";"chou";0,25;0,1;25;50;1;3;1,5;0;81,58;12,41;0,75;0,75;33,33;0,25;2000;NA;200;140;NA;NA;1;7000;1;6000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10000;"1_2";NA;121000;NA;99500;NA;NA;NA
"120";1998;"csc";"oignon";0,5;0,5;50;100;1;3;1,5;0;81,58;28,75;0,75;0,75;66,67;0,5;3500;NA;280;240;NA;NA;1;7000;1;6000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15000;"1_2";NA;121000;NA;99500;NA;NA;NA
"121";1998;"csf";"oignon";0,5;0,5;50;100;1;3;1,5;0;68,53;24,16;0,75;0,75;66,67;0,5;4200;NA;200;250;NA;NA;1;6500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15000;"1_2";NA;121000;NA;99500;NA;NA;NA
"122";1998;"csf";"pomme_de_terre";0,25;250;25;100;1;3;1,5;0;68,53;9,79;0,75;0,75;33,33;0,25;1600;NA;200;130;NA;NA;1;7000;1;6500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1_2";NA;121000;NA;99500;NA;NA;NA
"123";2000;"csc";"oignon";0,02;0,05;1;2;4;4;0,05;276500;77,23;41,44;0,02;0,03;100;0,02;689;NA;400;400;200;400;1;1000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8750;"9_16_20_26";NA;70000;NA;48850;1125000;NA;48500
"124";2000;"csf";"chou";0,02;0,01;1;2;4;4;0,05;276500;67,23;31,15;0,02;0,03;100;0,02;550;NA;400;400;200;400;1;1000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21500;"9_16_20_26";NA;70000;NA;48850;1125000;NA;48500
"125";2010;"csc";"tomate";0,5;0,5;50;100;1;3;2;415000;66,36;17,37;0,5;1,5;100;0,5;3150;NA;250;250;NA;NA;1;6000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1_2";NA;25000;NA;82700;215000;NA;NA
"126";2010;"csf";"pomme_de_terre";0,5;100;50;100;1;3;2;415000;68,53;22,65;1;1;50;0,5;1800;NA;250;240;400;400;1;8000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8500;"1_2";NA;25000;NA;82700;215000;NA;NA
"127";2010;"csf";"oignon";0,5;0,5;50;100;1;3;2;415000;68,53;27,94;1;1;50;0,5;2250;NA;250;240;500;400;1;8000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2000;"1_2";NA;25000;NA;82700;215000;NA;NA
"128";2011;"csc";"chou";2;0,8;250;300;4;3;8;1606900;251,18;80,31;2;6;100;2;9000;NA;250;250;4000;400;8;1500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1_2_9";NA;630000;NA;158000;205000;NA;NA
"129";2011;"csf";"pomme_de_terre";1;125;300;200;4;3;8;1606900;231,61;34,76;4;4;25;1;3000;NA;250;250;6000;400;5;2200;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10000;"1_2_9";NA;630000;NA;158000;205000;NA;NA
"130";2011;"csf";"oignon";2;4;250;250;4;3;8;1606900;231,61;85,76;4;4;50;2;8000;NA;250;250;10000;400;3;3666,66674804688;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2000;"1_2_9";NA;630000;NA;158000;205000;NA;NA
"131";2011;"csf";"chou";1;0,4;300;250;4;3;8;1606900;231,61;37,03;4;4;25;1;5400;NA;250;250;4000;400;8;1500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1_2_9";NA;630000;NA;158000;205000;NA;NA
"132";2016;"csc";"piment";0,5;0,2;0;100;0;2;1;0;66,36;44,07;0,5;0,5;100;0,5;875;NA;280;NA;1000;400;2;7000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3000;"9";NA;35000;NA;12500;NA;NA;NA
"133";2016;"csf";"chou";0,5;0,2;0;50;0;2;1;0;64,62;21,7;0,5;0,5;100;0,5;4320;NA;280;NA;1900;400;1;8000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14000;"9";NA;35000;NA;12500;NA;NA;NA
"134";2025;"csc";"chou";0,1;0,25;71;0;0;2;0,2;573500;81,58;81,58;0,1;0,1;100;0,1;800;NA;NA;339;NA;NA;1;7000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20000;"other";NA;60000;NA;26000;NA;NA;NA
"135";2033;"csc";"oignon";1;1;500;500;9;3;2;0;68,53;34,27;1;1;100;1;2640;NA;240;240;NA;NA;3;5000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10000;"1";NA;42000;NA;NA;NA;NA;NA
"136";2033;"csf";"oignon";1;1,5;500;500;9;3;2;0;68,53;34,27;1;1;100;1;2640;NA;240;240;NA;NA;4;3750;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10000;"1";NA;42000;NA;NA;NA;NA;NA
"137";2047;"csc";"aubergine_amere";0,05;0,2;25;25;4;2;0,54;0;39193,48;3195,23;0,14;0,4;35,06;0,05;1750;NA;250;300;NA;NA;1;4000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6500;"6_9";NA;180000;NA;29600;NA;NA;NA
"138";2047;"csc";"oignon";0,09;0,5;25;25;4;2;0,54;0;39193,48;3696,25;0,14;0,4;64,94;0,09;926;NA;250;300;NA;NA;1;4000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2500;"6_9";NA;180000;NA;29600;NA;NA;NA
"139";2047;"csf";"chou";0,09;0,2;20;20;4;2;0,54;0;94,62;7,49;0,4;0,14;22,4;0,09;2820;NA;250;300;NA;NA;1;4000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"6_9";NA;180000;NA;29600;NA;NA;NA
"140";2047;"csf";"carotte";0,31;0,8;30;30;4;2;0,54;0;94,62;70,5;0,4;0,14;77,6;0,31;4240;NA;250;300;NA;NA;1;4000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10000;"6_9";NA;180000;NA;29600;NA;NA;NA
"141";2052;"csc";"chou";2;3;1150;550;225;3;20;1665000;1142,65;84,9;8;12;25;2;75000;NA;240;270;NA;NA;13;8000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1_6_9_12_16";NA;3e+06;NA;192000;150000;4e+05;5e+05
"142";2052;"csc";"oignon";2;5;1250;600;225;3;20;1665000;1142,65;98,32;8;12;25;2;13500;NA;240;270;NA;NA;14;8000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1_6_9_12_16";NA;3e+06;NA;192000;150000;4e+05;5e+05
"143";2052;"csc";"carotte";2;8;1150;500;225;3;20;1665000;1142,65;230,7;8;12;25;2;56000;NA;240;270;NA;NA;13;7500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6000;"1_6_9_12_16";NA;3e+06;NA;192000;150000;4e+05;5e+05
"144";2052;"csc";"aubergine_amere";2;4;1150;600;225;3;20;1665000;1142,65;157,41;8;12;25;2;44000;NA;240;270;NA;NA;14;7500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6000;"1_6_9_12_16";NA;3e+06;NA;192000;150000;4e+05;5e+05
"145";2052;"csf";"chou";2;1,5;1400;650;225;3;20;1665000;1360,08;101,05;8;12;25;2;75000;NA;240;270;NA;NA;15;7500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1_6_9_12_16";NA;3e+06;NA;192000;150000;4e+05;5e+05
"146";2052;"csf";"oignon";2;5;1400;750;225;3;20;1665000;1360,08;117,03;8;12;25;2;13500;NA;240;270;NA;NA;15;7500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1_6_9_12_16";NA;3e+06;NA;192000;150000;4e+05;5e+05
"147";2052;"csf";"aubergine_amere";2;6;1400;750;225;3;20;1665000;1360,08;187,36;8;12;25;2;44000;NA;240;270;NA;NA;15;8000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6000;"1_6_9_12_16";NA;3e+06;NA;192000;150000;4e+05;5e+05
"148";2052;"csf";"carotte";2;8;1400;700;225;3;20;1665000;1360,08;274,6;8;12;25;2;56000;NA;240;270;NA;NA;15;8000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6000;"1_6_9_12_16";NA;3e+06;NA;192000;150000;4e+05;5e+05
"149";2058;"csc";"tomate";0,3;0,2;211;0;4;1;1,8;2;142,46;16,21;0,3;1,5;100;0,3;3900;NA;NA;260;NA;NA;7;3600;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5000;"1";NA;280000;NA;28300;NA;NA;NA
"150";2058;"csf";"oignon";1,5;3,5;350;0;4;1;1,8;2;127,24;112,76;1,5;0,3;100;1,5;42000;NA;NA;260;NA;NA;7;6000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";NA;280000;NA;28300;NA;NA;NA
"151";2060;"csf";"chou";1;0,5;200;250;1;3;1;787500;90,71;90,71;1;0;100;1;3600;NA;250;250;4000;400;8;1375;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;22200;"9";NA;NA;NA;95000;NA;NA;NA
"152";2070;"csc";"chou";0,1;0,2;71;0;0;4;0,82;601500;68,53;8,33;0,1;0,72;100;0,1;3500;NA;NA;250;NA;NA;5;4000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;62000;"9";NA;42000;NA;39000;6e+05;8e+05;6e+05
"153";2070;"csf";"chou";0,72;0,2;150;0;0;4;0,82;601500;55,49;48,74;0,72;0,1;100;0,72;6500;NA;NA;300;NA;NA;5;4000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;62000;"9";NA;42000;NA;39000;6e+05;8e+05;6e+05
"154";2076;"csc";"oignon";1;2;200;250;16;3;7;1990100;212,04;39,26;2,5;4,5;40;1;3000;NA;250;250;10000;400;5;2200;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15000;"1_2_9";NA;432000;NA;203000;NA;NA;5e+05
"155";2076;"csc";"chou";1,5;0,4;250;300;16;3;7;1990100;212,04;50,85;2,5;4,5;60;1,5;4800;NA;250;250;12000;400;8;1500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13000;"1_2_9";NA;432000;NA;203000;NA;NA;5e+05
"156";2076;"csf";"oignon";1;3;250;300;16;3;7;1990100;149,42;27,66;3,5;3,5;28,57;1;8000;NA;250;250;10000;400;5;2200;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15000;"1_2_9";NA;432000;NA;203000;NA;NA;5e+05
"157";2076;"csf";"chou";1,5;0,6;250;300;16;3;7;1990100;149,42;35,83;3,5;3,5;42,86;1,5;6600;NA;250;250;8000;400;6;2000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13000;"1_2_9";NA;432000;NA;203000;NA;NA;5e+05
"158";2076;"csf";"pomme_de_terre";1;100;200;250;16;3;7;1990100;149,42;22,42;3,5;3,5;28,57;1;6000;NA;250;250;10000;400;2;5500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5000;"1_2_9";NA;432000;NA;203000;NA;NA;5e+05
"159";2078;"csc";"aubergine_amere";0,09;0,09;30;30;9;2;0,48;0;207,69;57,4;0,24;0,24;37,5;0,09;3025;NA;250;300;NA;NA;1;4000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5000;"1_3";NA;350000;NA;38250;NA;NA;NA
"160";2078;"csc";"piment";0,06;0,1;30;30;9;2;0,48;0;207,69;40,82;0,24;0,24;25;0,06;900;NA;250;300;NA;NA;1;8000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15000;"1_3";NA;350000;NA;38250;NA;NA;NA
"161";2078;"csc";"chou";0,09;0,2;30;30;9;2;0,48;0;207,69;30,96;0,24;0,24;37,5;0,09;2400;NA;250;300;NA;NA;1;4000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2000;"1_3";NA;350000;NA;38250;NA;NA;NA
"162";2078;"csf";"tomate";0,12;0,3;30;30;9;2;0,48;0;120,71;17,84;0,24;0,24;50;0,12;4500;NA;250;300;NA;NA;1;8000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1000;"1_3";NA;350000;NA;38250;NA;NA;NA
"163";2078;"csf";"oignon";0,12;0,3;30;30;9;2;0,48;0;120,71;27,79;0,24;0,24;50;0,12;4400;NA;250;300;NA;NA;1;8000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1_3";NA;350000;NA;38250;NA;NA;NA
"164";2079;"csc";"chou";1;0,4;150;0;36;1;2;0;98,97;45,86;1;1;100;1;19500;NA;NA;280;1500;280;8;6000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12500;"1";NA;140000;NA;105000;NA;NA;NA
"165";2079;"csf";"oignon";1;1,5;100;150;36;1;2;0;76,36;40,98;1;1;100;1;6000;NA;280;280;1000;280;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;24500;"1";NA;140000;NA;105000;NA;NA;NA
"166";2085;"csc";"chou";0,25;0,4;50;50;0;2;1,5;0;94,62;18,22;0,25;1,25;100;0,25;2500;NA;200;250;NA;NA;2;3000;1;5000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15000;"1_2";NA;88000;NA;49000;NA;NA;NA
"167";2085;"csf";"pomme_de_terre";0,5;138,89;50;100;0;2;1,5;0;86,8;31,38;1;0,5;50;0,5;3200;NA;240;240;NA;NA;3;2333,33325195312;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6000;"1_2";NA;88000;NA;49000;NA;NA;NA
"168";2085;"csf";"oignon";0,5;0,5;50;100;0;2;1,5;0;86,8;38,71;1;0,5;50;0,5;5500;NA;200;240;NA;NA;2;3000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15000;"1_2";NA;88000;NA;49000;NA;NA;NA
"169";2090;"csc";"chou";1;0,8;250;250;1;3;1,5;1439500;153,33;153,33;1;0,5;100;1;4200;NA;250;250;8000;400;6;1833,33337402344;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13000;"";NA;315000;NA;203900;NA;6e+05;NA
"170";2091;"csc";"chou";1;0,8;150;0;4;3;3,7;1443000;57,01;13,86;1;2,7;100;1;5000;NA;NA;240;NA;NA;36;6000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4000;"1_3_6";NA;70000;NA;39000;225000;NA;NA
